observation_date,source,series_id,maturity,rate_bps
2024-02-23,NYFED,SOFR,ON,531
2024-02-23,UST,DGS2,2Y,467
2024-02-23,UST,DGS5,5Y,428
2024-02-26,NYFED,EFFR,ON,533
2024-02-26,NYFED,SOFR,ON,531
2024-02-26,UST,DGS2,2Y,469
2024-02-26,UST,DGS5,5Y,429
2024-02-27,NYFED,EFFR,ON,533
2024-02-27,NYFED,SOFR,ON,531
2024-02-27,UST,DGS2,2Y,470
2024-02-27,UST,DGS5,5Y,432
2024-02-28,NYFED,EFFR,ON,533
2024-02-28,NYFED,SOFR,ON,531
2024-02-28,UST,DGS2,2Y,464
2024-02-28,UST,DGS5,5Y,426
2024-02-29,NYFED,EFFR,ON,533
2024-02-29,NYFED,SOFR,ON,532
2024-02-29,UST,DGS2,2Y,464
2024-02-29,UST,DGS5,5Y,426
2024-03-01,NYFED,EFFR,ON,533
2024-03-01,NYFED,SOFR,ON,531
2024-03-01,UST,DGS2,2Y,454
2024-03-01,UST,DGS5,5Y,417
2024-03-04,NYFED,EFFR,ON,533
2024-03-04,NYFED,SOFR,ON,531
2024-03-04,UST,DGS2,2Y,461
2024-03-04,UST,DGS5,5Y,421
2024-03-05,NYFED,EFFR,ON,533
2024-03-05,NYFED,SOFR,ON,531
2024-03-05,UST,DGS2,2Y,454
2024-03-05,UST,DGS5,5Y,413
2024-03-06,NYFED,EFFR,ON,533
2024-03-06,NYFED,SOFR,ON,531
2024-03-06,UST,DGS2,2Y,455
2024-03-06,UST,DGS5,5Y,412
2024-03-07,NYFED,EFFR,ON,533
2024-03-07,NYFED,SOFR,ON,531
2024-03-07,UST,DGS2,2Y,450
2024-03-07,UST,DGS5,5Y,407
2024-03-08,NYFED,EFFR,ON,533
2024-03-08,NYFED,SOFR,ON,531
2024-03-08,UST,DGS2,2Y,448
2024-03-08,UST,DGS5,5Y,406
2024-03-11,NYFED,EFFR,ON,533
2024-03-11,NYFED,SOFR,ON,531
2024-03-11,UST,DGS2,2Y,451
2024-03-11,UST,DGS5,5Y,408
2024-03-12,NYFED,EFFR,ON,533
2024-03-12,NYFED,SOFR,ON,531
2024-03-12,UST,DGS2,2Y,458
2024-03-12,UST,DGS5,5Y,415
2024-03-13,NYFED,EFFR,ON,533
2024-03-13,NYFED,SOFR,ON,531
2024-03-13,UST,DGS2,2Y,461
2024-03-13,UST,DGS5,5Y,419
2024-03-14,NYFED,EFFR,ON,533
2024-03-14,NYFED,SOFR,ON,531
2024-03-14,UST,DGS2,2Y,468
2024-03-14,UST,DGS5,5Y,429
2024-03-15,NYFED,EFFR,ON,533
2024-03-15,NYFED,SOFR,ON,531
2024-03-15,UST,DGS2,2Y,472
2024-03-15,UST,DGS5,5Y,433
2024-03-18,NYFED,EFFR,ON,533
2024-03-18,NYFED,SOFR,ON,531
2024-03-18,UST,DGS2,2Y,473
2024-03-18,UST,DGS5,5Y,436
2024-03-19,NYFED,EFFR,ON,533
2024-03-19,NYFED,SOFR,ON,531
2024-03-19,UST,DGS2,2Y,468
2024-03-19,UST,DGS5,5Y,431
2024-03-20,NYFED,EFFR,ON,533
2024-03-20,NYFED,SOFR,ON,531
2024-03-20,UST,DGS2,2Y,459
2024-03-20,UST,DGS5,5Y,425
2024-03-21,NYFED,EFFR,ON,533
2024-03-21,NYFED,SOFR,ON,531
2024-03-21,UST,DGS2,2Y,462
2024-03-21,UST,DGS5,5Y,426
2024-03-22,NYFED,EFFR,ON,533
2024-03-22,NYFED,SOFR,ON,531
2024-03-22,UST,DGS2,2Y,459
2024-03-22,UST,DGS5,5Y,420
2024-03-25,NYFED,EFFR,ON,533
2024-03-25,NYFED,SOFR,ON,531
2024-03-25,UST,DGS2,2Y,454
2024-03-25,UST,DGS5,5Y,423
2024-03-26,NYFED,EFFR,ON,533
2024-03-26,NYFED,SOFR,ON,532
2024-03-26,UST,DGS2,2Y,456
2024-03-26,UST,DGS5,5Y,422
2024-03-27,NYFED,EFFR,ON,533
2024-03-27,NYFED,SOFR,ON,533
2024-03-27,UST,DGS2,2Y,454
2024-03-27,UST,DGS5,5Y,418
2024-03-28,NYFED,EFFR,ON,533
2024-03-28,NYFED,SOFR,ON,534
2024-03-28,UST,DGS2,2Y,459
2024-03-28,UST,DGS5,5Y,421
2024-03-29,NYFED,EFFR,ON,533
2024-04-01,NYFED,EFFR,ON,533
2024-04-01,NYFED,SOFR,ON,535
2024-04-01,UST,DGS2,2Y,472
2024-04-01,UST,DGS5,5Y,434
2024-04-02,NYFED,EFFR,ON,533
2024-04-02,NYFED,SOFR,ON,534
2024-04-02,UST,DGS2,2Y,470
2024-04-02,UST,DGS5,5Y,435
2024-04-03,NYFED,EFFR,ON,533
2024-04-03,NYFED,SOFR,ON,532
2024-04-03,UST,DGS2,2Y,468
2024-04-03,UST,DGS5,5Y,434
2024-04-04,NYFED,EFFR,ON,533
2024-04-04,NYFED,SOFR,ON,532
2024-04-04,UST,DGS2,2Y,465
2024-04-04,UST,DGS5,5Y,430
2024-04-05,NYFED,EFFR,ON,533
2024-04-05,NYFED,SOFR,ON,532
2024-04-05,UST,DGS2,2Y,473
2024-04-05,UST,DGS5,5Y,438
2024-04-08,NYFED,EFFR,ON,533
2024-04-08,NYFED,SOFR,ON,531
2024-04-08,UST,DGS2,2Y,478
2024-04-08,UST,DGS5,5Y,443
2024-04-09,NYFED,EFFR,ON,533
2024-04-09,NYFED,SOFR,ON,531
2024-04-09,UST,DGS2,2Y,474
2024-04-09,UST,DGS5,5Y,437
2024-04-10,NYFED,EFFR,ON,533
2024-04-10,NYFED,SOFR,ON,531
2024-04-10,UST,DGS2,2Y,497
2024-04-10,UST,DGS5,5Y,461
2024-04-11,NYFED,EFFR,ON,533
2024-04-11,NYFED,SOFR,ON,531
2024-04-11,UST,DGS2,2Y,493
2024-04-11,UST,DGS5,5Y,461
2024-04-12,NYFED,EFFR,ON,533
2024-04-12,NYFED,SOFR,ON,531
2024-04-12,UST,DGS2,2Y,488
2024-04-12,UST,DGS5,5Y,454
2024-04-15,NYFED,EFFR,ON,533
2024-04-15,NYFED,SOFR,ON,532
2024-04-15,UST,DGS2,2Y,493
2024-04-15,UST,DGS5,5Y,465
2024-04-16,NYFED,EFFR,ON,533
2024-04-16,NYFED,SOFR,ON,531
2024-04-16,UST,DGS2,2Y,497
2024-04-16,UST,DGS5,5Y,469
2024-04-17,NYFED,EFFR,ON,533
2024-04-17,NYFED,SOFR,ON,531
2024-04-17,UST,DGS2,2Y,493
2024-04-17,UST,DGS5,5Y,462
2024-04-18,NYFED,EFFR,ON,533
2024-04-18,NYFED,SOFR,ON,530
2024-04-18,UST,DGS2,2Y,498
2024-04-18,UST,DGS5,5Y,468
2024-04-19,NYFED,EFFR,ON,533
2024-04-19,NYFED,SOFR,ON,531
2024-04-19,UST,DGS2,2Y,497
2024-04-19,UST,DGS5,5Y,466
2024-04-22,NYFED,EFFR,ON,533
2024-04-22,NYFED,SOFR,ON,531
2024-04-22,UST,DGS2,2Y,497
2024-04-22,UST,DGS5,5Y,466
2024-04-23,NYFED,EFFR,ON,533
2024-04-23,NYFED,SOFR,ON,531
2024-04-23,UST,DGS2,2Y,486
2024-04-23,UST,DGS5,5Y,463
2024-04-24,NYFED,EFFR,ON,533
2024-04-24,NYFED,SOFR,ON,531
2024-04-24,UST,DGS2,2Y,489
2024-04-24,UST,DGS5,5Y,464
2024-04-25,NYFED,EFFR,ON,533
2024-04-25,NYFED,SOFR,ON,531
2024-04-25,UST,DGS2,2Y,496
2024-04-25,UST,DGS5,5Y,470
2024-04-26,NYFED,EFFR,ON,533
2024-04-26,NYFED,SOFR,ON,532
2024-04-26,UST,DGS2,2Y,496
2024-04-26,UST,DGS5,5Y,468
2024-04-29,NYFED,EFFR,ON,533
2024-04-29,NYFED,SOFR,ON,532
2024-04-29,UST,DGS2,2Y,497
2024-04-29,UST,DGS5,5Y,465
2024-04-30,NYFED,EFFR,ON,533
2024-04-30,NYFED,SOFR,ON,534
2024-04-30,UST,DGS2,2Y,504
2024-04-30,UST,DGS5,5Y,472
2024-05-01,NYFED,EFFR,ON,533
2024-05-01,NYFED,SOFR,ON,532
2024-05-01,UST,DGS2,2Y,496
2024-05-01,UST,DGS5,5Y,464
2024-05-02,NYFED,EFFR,ON,533
2024-05-02,NYFED,SOFR,ON,531
2024-05-02,UST,DGS2,2Y,487
2024-05-02,UST,DGS5,5Y,457
2024-05-03,NYFED,EFFR,ON,533
2024-05-03,NYFED,SOFR,ON,531
2024-05-03,UST,DGS2,2Y,481
2024-05-03,UST,DGS5,5Y,448
2024-05-06,NYFED,EFFR,ON,533
2024-05-06,NYFED,SOFR,ON,531
2024-05-06,UST,DGS2,2Y,482
2024-05-06,UST,DGS5,5Y,448
2024-05-07,NYFED,EFFR,ON,533
2024-05-07,NYFED,SOFR,ON,531
2024-05-07,UST,DGS2,2Y,482
2024-05-07,UST,DGS5,5Y,448
2024-05-08,NYFED,EFFR,ON,533
2024-05-08,NYFED,SOFR,ON,531
2024-05-08,UST,DGS2,2Y,484
2024-05-08,UST,DGS5,5Y,450
2024-05-09,NYFED,EFFR,ON,533
2024-05-09,NYFED,SOFR,ON,531
2024-05-09,UST,DGS2,2Y,480
2024-05-09,UST,DGS5,5Y,447
2024-05-10,NYFED,EFFR,ON,533
2024-05-10,NYFED,SOFR,ON,531
2024-05-10,UST,DGS2,2Y,487
2024-05-10,UST,DGS5,5Y,452
2024-05-13,NYFED,EFFR,ON,533
2024-05-13,NYFED,SOFR,ON,531
2024-05-13,UST,DGS2,2Y,485
2024-05-13,UST,DGS5,5Y,450
2024-05-14,NYFED,EFFR,ON,533
2024-05-14,NYFED,SOFR,ON,531
2024-05-14,UST,DGS2,2Y,481
2024-05-14,UST,DGS5,5Y,446
2024-05-15,NYFED,EFFR,ON,533
2024-05-15,NYFED,SOFR,ON,531
2024-05-15,UST,DGS2,2Y,473
2024-05-15,UST,DGS5,5Y,435
2024-05-16,NYFED,EFFR,ON,533
2024-05-16,NYFED,SOFR,ON,531
2024-05-16,UST,DGS2,2Y,478
2024-05-16,UST,DGS5,5Y,440
2024-05-17,NYFED,EFFR,ON,533
2024-05-17,NYFED,SOFR,ON,531
2024-05-17,UST,DGS2,2Y,483
2024-05-17,UST,DGS5,5Y,444
2024-05-20,NYFED,EFFR,ON,533
2024-05-20,NYFED,SOFR,ON,531
2024-05-20,UST,DGS2,2Y,482
2024-05-20,UST,DGS5,5Y,446
2024-05-21,NYFED,EFFR,ON,533
2024-05-21,NYFED,SOFR,ON,531
2024-05-21,UST,DGS2,2Y,482
2024-05-21,UST,DGS5,5Y,443
2024-05-22,NYFED,EFFR,ON,533
2024-05-22,NYFED,SOFR,ON,531
2024-05-22,UST,DGS2,2Y,486
2024-05-22,UST,DGS5,5Y,447
2024-05-23,NYFED,EFFR,ON,533
2024-05-23,NYFED,SOFR,ON,531
2024-05-23,UST,DGS2,2Y,491
2024-05-23,UST,DGS5,5Y,452
2024-05-24,NYFED,EFFR,ON,533
2024-05-24,NYFED,SOFR,ON,532
2024-05-24,UST,DGS2,2Y,493
2024-05-24,UST,DGS5,5Y,453
2024-05-28,NYFED,EFFR,ON,533
2024-05-28,NYFED,SOFR,ON,532
2024-05-28,UST,DGS2,2Y,494
2024-05-28,UST,DGS5,5Y,456
2024-05-29,NYFED,EFFR,ON,533
2024-05-29,NYFED,SOFR,ON,533
2024-05-29,UST,DGS2,2Y,496
2024-05-29,UST,DGS5,5Y,463
2024-05-30,NYFED,EFFR,ON,533
2024-05-30,NYFED,SOFR,ON,533
2024-05-30,UST,DGS2,2Y,492
2024-05-30,UST,DGS5,5Y,457
2024-05-31,NYFED,EFFR,ON,533
2024-05-31,NYFED,SOFR,ON,534
2024-05-31,UST,DGS2,2Y,489
2024-05-31,UST,DGS5,5Y,452
2024-06-03,NYFED,EFFR,ON,533
2024-06-03,NYFED,SOFR,ON,535
2024-06-03,UST,DGS2,2Y,482
2024-06-03,UST,DGS5,5Y,442
2024-06-04,NYFED,EFFR,ON,533
2024-06-04,NYFED,SOFR,ON,533
2024-06-04,UST,DGS2,2Y,477
2024-06-04,UST,DGS5,5Y,435
2024-06-05,NYFED,EFFR,ON,533
2024-06-05,NYFED,SOFR,ON,533
2024-06-05,UST,DGS2,2Y,472
2024-06-05,UST,DGS5,5Y,431
2024-06-06,NYFED,EFFR,ON,533
2024-06-06,NYFED,SOFR,ON,533
2024-06-06,UST,DGS2,2Y,472
2024-06-06,UST,DGS5,5Y,429
2024-06-07,NYFED,EFFR,ON,533
2024-06-07,NYFED,SOFR,ON,533
2024-06-07,UST,DGS2,2Y,487
2024-06-07,UST,DGS5,5Y,446
2024-06-10,NYFED,EFFR,ON,533
2024-06-10,NYFED,SOFR,ON,532
2024-06-10,UST,DGS2,2Y,487
2024-06-10,UST,DGS5,5Y,448
2024-06-11,NYFED,EFFR,ON,533
2024-06-11,NYFED,SOFR,ON,532
2024-06-11,UST,DGS2,2Y,481
2024-06-11,UST,DGS5,5Y,441
2024-06-12,NYFED,EFFR,ON,533
2024-06-12,NYFED,SOFR,ON,531
2024-06-12,UST,DGS2,2Y,475
2024-06-12,UST,DGS5,5Y,432
2024-06-13,NYFED,EFFR,ON,533
2024-06-13,NYFED,SOFR,ON,531
2024-06-13,UST,DGS2,2Y,468
2024-06-13,UST,DGS5,5Y,424
2024-06-14,NYFED,EFFR,ON,533
2024-06-14,NYFED,SOFR,ON,531
2024-06-14,UST,DGS2,2Y,467
2024-06-14,UST,DGS5,5Y,422
2024-06-17,NYFED,EFFR,ON,533
2024-06-17,NYFED,SOFR,ON,533
2024-06-17,UST,DGS2,2Y,475
2024-06-17,UST,DGS5,5Y,430
2024-06-18,NYFED,EFFR,ON,533
2024-06-18,NYFED,SOFR,ON,533
2024-06-18,UST,DGS2,2Y,469
2024-06-18,UST,DGS5,5Y,424
2024-06-20,NYFED,EFFR,ON,533
2024-06-20,NYFED,SOFR,ON,532
2024-06-20,UST,DGS2,2Y,470
2024-06-20,UST,DGS5,5Y,426
2024-06-21,NYFED,EFFR,ON,533
2024-06-21,NYFED,SOFR,ON,531
2024-06-21,UST,DGS2,2Y,470
2024-06-21,UST,DGS5,5Y,426
2024-06-24,NYFED,EFFR,ON,533
2024-06-24,NYFED,SOFR,ON,531
2024-06-24,UST,DGS2,2Y,471
2024-06-24,UST,DGS5,5Y,427
2024-06-25,NYFED,EFFR,ON,533
2024-06-25,NYFED,SOFR,ON,533
2024-06-25,UST,DGS2,2Y,465
2024-06-25,UST,DGS5,5Y,425
2024-06-26,NYFED,EFFR,ON,533
2024-06-26,NYFED,SOFR,ON,534
2024-06-26,UST,DGS2,2Y,471
2024-06-26,UST,DGS5,5Y,432
2024-06-27,NYFED,EFFR,ON,533
2024-06-27,NYFED,SOFR,ON,534
2024-06-27,UST,DGS2,2Y,470
2024-06-27,UST,DGS5,5Y,429
2024-06-28,NYFED,EFFR,ON,533
2024-06-28,NYFED,SOFR,ON,533
2024-06-28,UST,DGS2,2Y,471
2024-06-28,UST,DGS5,5Y,433
2024-07-01,NYFED,EFFR,ON,533
2024-07-01,NYFED,SOFR,ON,540
2024-07-01,UST,DGS2,2Y,477
2024-07-01,UST,DGS5,5Y,444
2024-07-02,NYFED,EFFR,ON,533
2024-07-02,NYFED,SOFR,ON,535
2024-07-02,UST,DGS2,2Y,474
2024-07-02,UST,DGS5,5Y,439
2024-07-03,NYFED,EFFR,ON,533
2024-07-03,NYFED,SOFR,ON,533
2024-07-03,UST,DGS2,2Y,471
2024-07-03,UST,DGS5,5Y,433
2024-07-05,NYFED,EFFR,ON,533
2024-07-05,NYFED,SOFR,ON,532
2024-07-05,UST,DGS2,2Y,460
2024-07-05,UST,DGS5,5Y,422
2024-07-08,NYFED,EFFR,ON,533
2024-07-08,NYFED,SOFR,ON,532
2024-07-08,UST,DGS2,2Y,462
2024-07-08,UST,DGS5,5Y,423
2024-07-09,NYFED,EFFR,ON,533
2024-07-09,NYFED,SOFR,ON,534
2024-07-09,UST,DGS2,2Y,462
2024-07-09,UST,DGS5,5Y,424
2024-07-10,NYFED,EFFR,ON,533
2024-07-10,NYFED,SOFR,ON,534
2024-07-10,UST,DGS2,2Y,462
2024-07-10,UST,DGS5,5Y,424
2024-07-11,NYFED,EFFR,ON,533
2024-07-11,NYFED,SOFR,ON,534
2024-07-11,UST,DGS2,2Y,450
2024-07-11,UST,DGS5,5Y,413
2024-07-12,NYFED,EFFR,ON,533
2024-07-12,NYFED,SOFR,ON,534
2024-07-12,UST,DGS2,2Y,445
2024-07-12,UST,DGS5,5Y,410
2024-07-15,NYFED,EFFR,ON,533
2024-07-15,NYFED,SOFR,ON,534
2024-07-15,UST,DGS2,2Y,444
2024-07-15,UST,DGS5,5Y,413
2024-07-16,NYFED,EFFR,ON,533
2024-07-16,NYFED,SOFR,ON,535
2024-07-16,UST,DGS2,2Y,443
2024-07-16,UST,DGS5,5Y,409
2024-07-17,NYFED,EFFR,ON,533
2024-07-17,NYFED,SOFR,ON,535
2024-07-17,UST,DGS2,2Y,442
2024-07-17,UST,DGS5,5Y,407
2024-07-18,NYFED,EFFR,ON,533
2024-07-18,NYFED,SOFR,ON,534
2024-07-18,UST,DGS2,2Y,446
2024-07-18,UST,DGS5,5Y,411
2024-07-19,NYFED,EFFR,ON,533
2024-07-19,NYFED,SOFR,ON,534
2024-07-19,UST,DGS2,2Y,449
2024-07-19,UST,DGS5,5Y,416
2024-07-22,NYFED,EFFR,ON,533
2024-07-22,NYFED,SOFR,ON,533
2024-07-22,UST,DGS2,2Y,450
2024-07-22,UST,DGS5,5Y,417
2024-07-23,NYFED,EFFR,ON,533
2024-07-23,NYFED,SOFR,ON,534
2024-07-23,UST,DGS2,2Y,440
2024-07-23,UST,DGS5,5Y,415
2024-07-24,NYFED,EFFR,ON,533
2024-07-24,NYFED,SOFR,ON,534
2024-07-24,UST,DGS2,2Y,437
2024-07-24,UST,DGS5,5Y,412
2024-07-25,NYFED,EFFR,ON,533
2024-07-25,NYFED,SOFR,ON,535
2024-07-25,UST,DGS2,2Y,441
2024-07-25,UST,DGS5,5Y,413
2024-07-26,NYFED,EFFR,ON,533
2024-07-26,NYFED,SOFR,ON,535
2024-07-26,UST,DGS2,2Y,436
2024-07-26,UST,DGS5,5Y,406
2024-07-29,NYFED,EFFR,ON,533
2024-07-29,NYFED,SOFR,ON,533
2024-07-29,UST,DGS2,2Y,436
2024-07-29,UST,DGS5,5Y,405
2024-07-30,NYFED,EFFR,ON,533
2024-07-30,NYFED,SOFR,ON,533
2024-07-30,UST,DGS2,2Y,435
2024-07-30,UST,DGS5,5Y,403
2024-07-31,NYFED,EFFR,ON,533
2024-07-31,NYFED,SOFR,ON,538
2024-07-31,UST,DGS2,2Y,429
2024-07-31,UST,DGS5,5Y,397
2024-08-01,NYFED,EFFR,ON,533
2024-08-01,NYFED,SOFR,ON,535
2024-08-01,UST,DGS2,2Y,416
2024-08-01,UST,DGS5,5Y,384
2024-08-02,NYFED,EFFR,ON,533
2024-08-02,NYFED,SOFR,ON,535
2024-08-02,UST,DGS2,2Y,388
2024-08-02,UST,DGS5,5Y,362
2024-08-05,NYFED,EFFR,ON,533
2024-08-05,NYFED,SOFR,ON,532
2024-08-05,UST,DGS2,2Y,389
2024-08-05,UST,DGS5,5Y,362
2024-08-06,NYFED,EFFR,ON,533
2024-08-06,NYFED,SOFR,ON,533
2024-08-06,UST,DGS2,2Y,399
2024-08-06,UST,DGS5,5Y,373
2024-08-07,NYFED,EFFR,ON,533
2024-08-07,NYFED,SOFR,ON,533
2024-08-07,UST,DGS2,2Y,400
2024-08-07,UST,DGS5,5Y,379
2024-08-08,NYFED,EFFR,ON,533
2024-08-08,NYFED,SOFR,ON,534
2024-08-08,UST,DGS2,2Y,404
2024-08-08,UST,DGS5,5Y,383
2024-08-09,NYFED,EFFR,ON,533
2024-08-09,NYFED,SOFR,ON,534
2024-08-09,UST,DGS2,2Y,405
2024-08-09,UST,DGS5,5Y,380
2024-08-12,NYFED,EFFR,ON,533
2024-08-12,NYFED,SOFR,ON,534
2024-08-12,UST,DGS2,2Y,401
2024-08-12,UST,DGS5,5Y,375
2024-08-13,NYFED,EFFR,ON,533
2024-08-13,NYFED,SOFR,ON,534
2024-08-13,UST,DGS2,2Y,393
2024-08-13,UST,DGS5,5Y,368
2024-08-14,NYFED,EFFR,ON,533
2024-08-14,NYFED,SOFR,ON,533
2024-08-14,UST,DGS2,2Y,394
2024-08-14,UST,DGS5,5Y,367
2024-08-15,NYFED,EFFR,ON,533
2024-08-15,NYFED,SOFR,ON,535
2024-08-15,UST,DGS2,2Y,408
2024-08-15,UST,DGS5,5Y,379
2024-08-16,NYFED,EFFR,ON,533
2024-08-16,NYFED,SOFR,ON,532
2024-08-16,UST,DGS2,2Y,406
2024-08-16,UST,DGS5,5Y,377
2024-08-19,NYFED,EFFR,ON,533
2024-08-19,NYFED,SOFR,ON,532
2024-08-19,UST,DGS2,2Y,406
2024-08-19,UST,DGS5,5Y,375
2024-08-20,NYFED,EFFR,ON,533
2024-08-20,NYFED,SOFR,ON,532
2024-08-20,UST,DGS2,2Y,399
2024-08-20,UST,DGS5,5Y,370
2024-08-21,NYFED,EFFR,ON,533
2024-08-21,NYFED,SOFR,ON,531
2024-08-21,UST,DGS2,2Y,392
2024-08-21,UST,DGS5,5Y,364
2024-08-22,NYFED,EFFR,ON,533
2024-08-22,NYFED,SOFR,ON,531
2024-08-22,UST,DGS2,2Y,399
2024-08-22,UST,DGS5,5Y,372
