observation_date,source,series_id,maturity,rate_bps
2022-01-28,UST,DGS2,2Y,115
2022-01-28,UST,DGS5,5Y,161
2022-01-31,NYFED,EFFR,ON,8
2022-01-31,NYFED,SOFR,ON,5
2022-01-31,UST,DGS2,2Y,118
2022-01-31,UST,DGS5,5Y,162
2022-02-01,NYFED,EFFR,ON,8
2022-02-01,NYFED,SOFR,ON,5
2022-02-01,UST,DGS2,2Y,118
2022-02-01,UST,DGS5,5Y,163
2022-02-02,NYFED,EFFR,ON,8
2022-02-02,NYFED,SOFR,ON,5
2022-02-02,UST,DGS2,2Y,116
2022-02-02,UST,DGS5,5Y,160
2022-02-03,NYFED,EFFR,ON,8
2022-02-03,NYFED,SOFR,ON,5
2022-02-03,UST,DGS2,2Y,119
2022-02-03,UST,DGS5,5Y,166
2022-02-04,NYFED,EFFR,ON,8
2022-02-04,NYFED,SOFR,ON,5
2022-02-04,UST,DGS2,2Y,131
2022-02-04,UST,DGS5,5Y,178
2022-02-07,NYFED,EFFR,ON,8
2022-02-07,NYFED,SOFR,ON,5
2022-02-07,UST,DGS2,2Y,130
2022-02-07,UST,DGS5,5Y,176
2022-02-08,NYFED,EFFR,ON,8
2022-02-08,NYFED,SOFR,ON,5
2022-02-08,UST,DGS2,2Y,135
2022-02-08,UST,DGS5,5Y,181
2022-02-09,NYFED,EFFR,ON,8
2022-02-09,NYFED,SOFR,ON,4
2022-02-09,UST,DGS2,2Y,136
2022-02-09,UST,DGS5,5Y,182
2022-02-10,NYFED,EFFR,ON,8
2022-02-10,NYFED,SOFR,ON,5
2022-02-10,UST,DGS2,2Y,161
2022-02-10,UST,DGS5,5Y,196
2022-02-11,NYFED,EFFR,ON,8
2022-02-11,NYFED,SOFR,ON,5
2022-02-11,UST,DGS2,2Y,150
2022-02-11,UST,DGS5,5Y,184
2022-02-14,NYFED,EFFR,ON,8
2022-02-14,NYFED,SOFR,ON,5
2022-02-14,UST,DGS2,2Y,158
2022-02-14,UST,DGS5,5Y,190
2022-02-15,NYFED,EFFR,ON,8
2022-02-15,NYFED,SOFR,ON,5
2022-02-15,UST,DGS2,2Y,158
2022-02-15,UST,DGS5,5Y,194
2022-02-16,NYFED,EFFR,ON,8
2022-02-16,NYFED,SOFR,ON,5
2022-02-16,UST,DGS2,2Y,152
2022-02-16,UST,DGS5,5Y,190
2022-02-17,NYFED,EFFR,ON,8
2022-02-17,NYFED,SOFR,ON,5
2022-02-17,UST,DGS2,2Y,149
2022-02-17,UST,DGS5,5Y,185
2022-02-18,NYFED,EFFR,ON,8
2022-02-18,NYFED,SOFR,ON,5
2022-02-18,UST,DGS2,2Y,147
2022-02-18,UST,DGS5,5Y,182
2022-02-22,NYFED,EFFR,ON,8
2022-02-22,NYFED,SOFR,ON,5
2022-02-22,UST,DGS2,2Y,156
2022-02-22,UST,DGS5,5Y,185
2022-02-23,NYFED,EFFR,ON,8
2022-02-23,NYFED,SOFR,ON,5
2022-02-23,UST,DGS2,2Y,158
2022-02-23,UST,DGS5,5Y,189
2022-02-24,NYFED,EFFR,ON,8
2022-02-24,NYFED,SOFR,ON,5
2022-02-24,UST,DGS2,2Y,154
2022-02-24,UST,DGS5,5Y,184
2022-02-25,NYFED,EFFR,ON,8
2022-02-25,NYFED,SOFR,ON,5
2022-02-25,UST,DGS2,2Y,155
2022-02-25,UST,DGS5,5Y,186
2022-02-28,NYFED,EFFR,ON,8
2022-02-28,NYFED,SOFR,ON,5
2022-02-28,UST,DGS2,2Y,144
2022-02-28,UST,DGS5,5Y,171
2022-03-01,NYFED,EFFR,ON,8
2022-03-01,NYFED,SOFR,ON,5
2022-03-01,UST,DGS2,2Y,131
2022-03-01,UST,DGS5,5Y,156
2022-03-02,NYFED,EFFR,ON,8
2022-03-02,NYFED,SOFR,ON,5
2022-03-02,UST,DGS2,2Y,150
2022-03-02,UST,DGS5,5Y,174
2022-03-03,NYFED,EFFR,ON,8
2022-03-03,NYFED,SOFR,ON,5
2022-03-03,UST,DGS2,2Y,153
2022-03-03,UST,DGS5,5Y,174
2022-03-04,NYFED,EFFR,ON,8
2022-03-04,NYFED,SOFR,ON,5
2022-03-04,UST,DGS2,2Y,150
2022-03-04,UST,DGS5,5Y,165
2022-03-07,NYFED,EFFR,ON,8
2022-03-07,NYFED,SOFR,ON,5
2022-03-07,UST,DGS2,2Y,155
2022-03-07,UST,DGS5,5Y,171
2022-03-08,NYFED,EFFR,ON,8
2022-03-08,NYFED,SOFR,ON,5
2022-03-08,UST,DGS2,2Y,163
2022-03-08,UST,DGS5,5Y,180
2022-03-09,NYFED,EFFR,ON,8
2022-03-09,NYFED,SOFR,ON,5
2022-03-09,UST,DGS2,2Y,168
2022-03-09,UST,DGS5,5Y,187
2022-03-10,NYFED,EFFR,ON,8
2022-03-10,NYFED,SOFR,ON,5
2022-03-10,UST,DGS2,2Y,172
2022-03-10,UST,DGS5,5Y,192
2022-03-11,NYFED,EFFR,ON,8
2022-03-11,NYFED,SOFR,ON,5
2022-03-11,UST,DGS2,2Y,175
2022-03-11,UST,DGS5,5Y,196
2022-03-14,NYFED,EFFR,ON,8
2022-03-14,NYFED,SOFR,ON,5
2022-03-14,UST,DGS2,2Y,187
2022-03-14,UST,DGS5,5Y,210
2022-03-15,NYFED,EFFR,ON,8
2022-03-15,NYFED,SOFR,ON,5
2022-03-15,UST,DGS2,2Y,185
2022-03-15,UST,DGS5,5Y,210
2022-03-16,NYFED,EFFR,ON,8
2022-03-16,NYFED,SOFR,ON,5
2022-03-16,UST,DGS2,2Y,195
2022-03-16,UST,DGS5,5Y,218
2022-03-17,NYFED,EFFR,ON,33
2022-03-17,NYFED,SOFR,ON,30
2022-03-17,UST,DGS2,2Y,194
2022-03-17,UST,DGS5,5Y,217
2022-03-18,NYFED,EFFR,ON,33
2022-03-18,NYFED,SOFR,ON,30
2022-03-18,UST,DGS2,2Y,197
2022-03-18,UST,DGS5,5Y,214
2022-03-21,NYFED,EFFR,ON,33
2022-03-21,NYFED,SOFR,ON,29
2022-03-21,UST,DGS2,2Y,214
2022-03-21,UST,DGS5,5Y,233
2022-03-22,NYFED,EFFR,ON,33
2022-03-22,NYFED,SOFR,ON,28
2022-03-22,UST,DGS2,2Y,218
2022-03-22,UST,DGS5,5Y,239
2022-03-23,NYFED,EFFR,ON,33
2022-03-23,NYFED,SOFR,ON,27
2022-03-23,UST,DGS2,2Y,213
2022-03-23,UST,DGS5,5Y,234
2022-03-24,NYFED,EFFR,ON,33
2022-03-24,NYFED,SOFR,ON,27
2022-03-24,UST,DGS2,2Y,213
2022-03-24,UST,DGS5,5Y,237
2022-03-25,NYFED,EFFR,ON,33
2022-03-25,NYFED,SOFR,ON,28
2022-03-25,UST,DGS2,2Y,230
2022-03-25,UST,DGS5,5Y,255
2022-03-28,NYFED,EFFR,ON,33
2022-03-28,NYFED,SOFR,ON,28
2022-03-28,UST,DGS2,2Y,235
2022-03-28,UST,DGS5,5Y,254
2022-03-29,NYFED,EFFR,ON,33
2022-03-29,NYFED,SOFR,ON,28
2022-03-29,UST,DGS2,2Y,235
2022-03-29,UST,DGS5,5Y,249
2022-03-30,NYFED,EFFR,ON,33
2022-03-30,NYFED,SOFR,ON,27
2022-03-30,UST,DGS2,2Y,231
2022-03-30,UST,DGS5,5Y,244
2022-03-31,NYFED,EFFR,ON,33
2022-03-31,NYFED,SOFR,ON,29
2022-03-31,UST,DGS2,2Y,228
2022-03-31,UST,DGS5,5Y,242
2022-04-01,NYFED,EFFR,ON,33
2022-04-01,NYFED,SOFR,ON,30
2022-04-01,UST,DGS2,2Y,244
2022-04-01,UST,DGS5,5Y,255
2022-04-04,NYFED,EFFR,ON,33
2022-04-04,NYFED,SOFR,ON,30
2022-04-04,UST,DGS2,2Y,243
2022-04-04,UST,DGS5,5Y,256
2022-04-05,NYFED,EFFR,ON,33
2022-04-05,NYFED,SOFR,ON,30
2022-04-05,UST,DGS2,2Y,251
2022-04-05,UST,DGS5,5Y,269
2022-04-06,NYFED,EFFR,ON,33
2022-04-06,NYFED,SOFR,ON,30
2022-04-06,UST,DGS2,2Y,250
2022-04-06,UST,DGS5,5Y,270
2022-04-07,NYFED,EFFR,ON,33
2022-04-07,NYFED,SOFR,ON,30
2022-04-07,UST,DGS2,2Y,247
2022-04-07,UST,DGS5,5Y,270
2022-04-08,NYFED,EFFR,ON,33
2022-04-08,NYFED,SOFR,ON,30
2022-04-08,UST,DGS2,2Y,253
2022-04-08,UST,DGS5,5Y,276
2022-04-11,NYFED,EFFR,ON,33
2022-04-11,NYFED,SOFR,ON,30
2022-04-11,UST,DGS2,2Y,250
2022-04-11,UST,DGS5,5Y,279
2022-04-12,NYFED,EFFR,ON,33
2022-04-12,NYFED,SOFR,ON,29
2022-04-12,UST,DGS2,2Y,239
2022-04-12,UST,DGS5,5Y,266
2022-04-13,NYFED,EFFR,ON,33
2022-04-13,NYFED,SOFR,ON,29
2022-04-13,UST,DGS2,2Y,237
2022-04-13,UST,DGS5,5Y,266
2022-04-14,NYFED,EFFR,ON,33
2022-04-14,NYFED,SOFR,ON,29
2022-04-14,UST,DGS2,2Y,247
2022-04-14,UST,DGS5,5Y,279
2022-04-15,NYFED,EFFR,ON,33
2022-04-18,NYFED,EFFR,ON,33
2022-04-18,NYFED,SOFR,ON,29
2022-04-18,UST,DGS2,2Y,246
2022-04-18,UST,DGS5,5Y,279
2022-04-19,NYFED,EFFR,ON,33
2022-04-19,NYFED,SOFR,ON,28
2022-04-19,UST,DGS2,2Y,261
2022-04-19,UST,DGS5,5Y,291
2022-04-20,NYFED,EFFR,ON,33
2022-04-20,NYFED,SOFR,ON,27
2022-04-20,UST,DGS2,2Y,260
2022-04-20,UST,DGS5,5Y,287
2022-04-21,NYFED,EFFR,ON,33
2022-04-21,NYFED,SOFR,ON,26
2022-04-21,UST,DGS2,2Y,268
2022-04-21,UST,DGS5,5Y,296
2022-04-22,NYFED,EFFR,ON,33
2022-04-22,NYFED,SOFR,ON,27
2022-04-22,UST,DGS2,2Y,272
2022-04-22,UST,DGS5,5Y,294
2022-04-25,NYFED,EFFR,ON,33
2022-04-25,NYFED,SOFR,ON,27
2022-04-25,UST,DGS2,2Y,263
2022-04-25,UST,DGS5,5Y,284
2022-04-26,NYFED,EFFR,ON,33
2022-04-26,NYFED,SOFR,ON,27
2022-04-26,UST,DGS2,2Y,254
2022-04-26,UST,DGS5,5Y,279
2022-04-27,NYFED,EFFR,ON,33
2022-04-27,NYFED,SOFR,ON,28
2022-04-27,UST,DGS2,2Y,258
2022-04-27,UST,DGS5,5Y,281
2022-04-28,NYFED,EFFR,ON,33
2022-04-28,NYFED,SOFR,ON,28
2022-04-28,UST,DGS2,2Y,263
2022-04-28,UST,DGS5,5Y,286
2022-04-29,NYFED,EFFR,ON,33
2022-04-29,NYFED,SOFR,ON,28
2022-04-29,UST,DGS2,2Y,270
2022-04-29,UST,DGS5,5Y,292
2022-05-02,NYFED,EFFR,ON,33
2022-05-02,NYFED,SOFR,ON,30
2022-05-02,UST,DGS2,2Y,273
2022-05-02,UST,DGS5,5Y,301
2022-05-03,NYFED,EFFR,ON,33
2022-05-03,NYFED,SOFR,ON,30
2022-05-03,UST,DGS2,2Y,278
2022-05-03,UST,DGS5,5Y,301
2022-05-04,NYFED,EFFR,ON,33
2022-05-04,NYFED,SOFR,ON,30
2022-05-04,UST,DGS2,2Y,266
2022-05-04,UST,DGS5,5Y,293
2022-05-05,NYFED,EFFR,ON,83
2022-05-05,NYFED,SOFR,ON,79
2022-05-05,UST,DGS2,2Y,271
2022-05-05,UST,DGS5,5Y,301
2022-05-06,NYFED,EFFR,ON,83
2022-05-06,NYFED,SOFR,ON,78
2022-05-06,UST,DGS2,2Y,272
2022-05-06,UST,DGS5,5Y,306
2022-05-09,NYFED,EFFR,ON,83
2022-05-09,NYFED,SOFR,ON,78
2022-05-09,UST,DGS2,2Y,261
2022-05-09,UST,DGS5,5Y,295
2022-05-10,NYFED,EFFR,ON,83
2022-05-10,NYFED,SOFR,ON,78
2022-05-10,UST,DGS2,2Y,262
2022-05-10,UST,DGS5,5Y,291
2022-05-11,NYFED,EFFR,ON,83
2022-05-11,NYFED,SOFR,ON,78
2022-05-11,UST,DGS2,2Y,266
2022-05-11,UST,DGS5,5Y,289
2022-05-12,NYFED,EFFR,ON,83
2022-05-12,NYFED,SOFR,ON,79
2022-05-12,UST,DGS2,2Y,256
2022-05-12,UST,DGS5,5Y,281
2022-05-13,NYFED,EFFR,ON,83
2022-05-13,NYFED,SOFR,ON,79
2022-05-13,UST,DGS2,2Y,261
2022-05-13,UST,DGS5,5Y,289
2022-05-16,NYFED,EFFR,ON,83
2022-05-16,NYFED,SOFR,ON,80
2022-05-16,UST,DGS2,2Y,258
2022-05-16,UST,DGS5,5Y,283
2022-05-17,NYFED,EFFR,ON,83
2022-05-17,NYFED,SOFR,ON,80
2022-05-17,UST,DGS2,2Y,271
2022-05-17,UST,DGS5,5Y,296
2022-05-18,NYFED,EFFR,ON,83
2022-05-18,NYFED,SOFR,ON,79
2022-05-18,UST,DGS2,2Y,268
2022-05-18,UST,DGS5,5Y,289
2022-05-19,NYFED,EFFR,ON,83
2022-05-19,NYFED,SOFR,ON,79
2022-05-19,UST,DGS2,2Y,263
2022-05-19,UST,DGS5,5Y,284
2022-05-20,NYFED,EFFR,ON,83
2022-05-20,NYFED,SOFR,ON,78
2022-05-20,UST,DGS2,2Y,260
2022-05-20,UST,DGS5,5Y,280
2022-05-23,NYFED,EFFR,ON,83
2022-05-23,NYFED,SOFR,ON,78
2022-05-23,UST,DGS2,2Y,265
2022-05-23,UST,DGS5,5Y,288
2022-05-24,NYFED,EFFR,ON,83
2022-05-24,NYFED,SOFR,ON,78
2022-05-24,UST,DGS2,2Y,250
2022-05-24,UST,DGS5,5Y,276
2022-05-25,NYFED,EFFR,ON,83
2022-05-25,NYFED,SOFR,ON,78
2022-05-25,UST,DGS2,2Y,248
2022-05-25,UST,DGS5,5Y,271
2022-05-26,NYFED,EFFR,ON,83
2022-05-26,NYFED,SOFR,ON,78
2022-05-26,UST,DGS2,2Y,246
2022-05-26,UST,DGS5,5Y,270
2022-05-27,NYFED,EFFR,ON,83
2022-05-27,NYFED,SOFR,ON,78
2022-05-27,UST,DGS2,2Y,247
2022-05-27,UST,DGS5,5Y,271
2022-05-31,NYFED,EFFR,ON,83
2022-05-31,NYFED,SOFR,ON,79
2022-05-31,UST,DGS2,2Y,253
2022-05-31,UST,DGS5,5Y,281
2022-06-01,NYFED,EFFR,ON,83
2022-06-01,NYFED,SOFR,ON,80
2022-06-01,UST,DGS2,2Y,266
2022-06-01,UST,DGS5,5Y,294
2022-06-02,NYFED,EFFR,ON,83
2022-06-02,NYFED,SOFR,ON,79
2022-06-02,UST,DGS2,2Y,265
2022-06-02,UST,DGS5,5Y,292
2022-06-03,NYFED,EFFR,ON,83
2022-06-03,NYFED,SOFR,ON,78
2022-06-03,UST,DGS2,2Y,266
2022-06-03,UST,DGS5,5Y,295
2022-06-06,NYFED,EFFR,ON,83
2022-06-06,NYFED,SOFR,ON,78
2022-06-06,UST,DGS2,2Y,273
2022-06-06,UST,DGS5,5Y,303
2022-06-07,NYFED,EFFR,ON,83
2022-06-07,NYFED,SOFR,ON,77
2022-06-07,UST,DGS2,2Y,275
2022-06-07,UST,DGS5,5Y,299
2022-06-08,NYFED,EFFR,ON,83
2022-06-08,NYFED,SOFR,ON,76
2022-06-08,UST,DGS2,2Y,278
2022-06-08,UST,DGS5,5Y,303
2022-06-09,NYFED,EFFR,ON,83
2022-06-09,NYFED,SOFR,ON,75
2022-06-09,UST,DGS2,2Y,283
2022-06-09,UST,DGS5,5Y,307
2022-06-10,NYFED,EFFR,ON,83
2022-06-10,NYFED,SOFR,ON,75
2022-06-10,UST,DGS2,2Y,306
2022-06-10,UST,DGS5,5Y,325
2022-06-13,NYFED,EFFR,ON,83
2022-06-13,NYFED,SOFR,ON,73
2022-06-13,UST,DGS2,2Y,340
2022-06-13,UST,DGS5,5Y,356
2022-06-14,NYFED,EFFR,ON,83
2022-06-14,NYFED,SOFR,ON,69
2022-06-14,UST,DGS2,2Y,345
2022-06-14,UST,DGS5,5Y,361
2022-06-15,NYFED,EFFR,ON,83
2022-06-15,NYFED,SOFR,ON,70
2022-06-15,UST,DGS2,2Y,320
2022-06-15,UST,DGS5,5Y,338
2022-06-16,NYFED,EFFR,ON,158
2022-06-16,NYFED,SOFR,ON,145
2022-06-16,UST,DGS2,2Y,314
2022-06-16,UST,DGS5,5Y,335
2022-06-17,NYFED,EFFR,ON,158
2022-06-17,NYFED,SOFR,ON,145
2022-06-17,UST,DGS2,2Y,317
2022-06-17,UST,DGS5,5Y,334
2022-06-21,NYFED,EFFR,ON,158
2022-06-21,NYFED,SOFR,ON,145
2022-06-21,UST,DGS2,2Y,321
2022-06-21,UST,DGS5,5Y,338
2022-06-22,NYFED,EFFR,ON,158
2022-06-22,NYFED,SOFR,ON,145
2022-06-22,UST,DGS2,2Y,306
2022-06-22,UST,DGS5,5Y,322
2022-06-23,NYFED,EFFR,ON,158
2022-06-23,NYFED,SOFR,ON,144
2022-06-23,UST,DGS2,2Y,301
2022-06-23,UST,DGS5,5Y,314
2022-06-24,NYFED,EFFR,ON,158
2022-06-24,NYFED,SOFR,ON,146
2022-06-24,UST,DGS2,2Y,304
2022-06-24,UST,DGS5,5Y,318
2022-06-27,NYFED,EFFR,ON,158
2022-06-27,NYFED,SOFR,ON,150
2022-06-27,UST,DGS2,2Y,308
2022-06-27,UST,DGS5,5Y,324
2022-06-28,NYFED,EFFR,ON,158
2022-06-28,NYFED,SOFR,ON,152
2022-06-28,UST,DGS2,2Y,310
2022-06-28,UST,DGS5,5Y,325
2022-06-29,NYFED,EFFR,ON,158
2022-06-29,NYFED,SOFR,ON,151
2022-06-29,UST,DGS2,2Y,306
2022-06-29,UST,DGS5,5Y,315
2022-06-30,NYFED,EFFR,ON,158
2022-06-30,NYFED,SOFR,ON,150
2022-06-30,UST,DGS2,2Y,292
2022-06-30,UST,DGS5,5Y,301
2022-07-01,NYFED,EFFR,ON,158
2022-07-01,NYFED,SOFR,ON,152
2022-07-01,UST,DGS2,2Y,284
2022-07-01,UST,DGS5,5Y,288
2022-07-05,NYFED,EFFR,ON,158
2022-07-05,NYFED,SOFR,ON,154
2022-07-05,UST,DGS2,2Y,282
2022-07-05,UST,DGS5,5Y,282
2022-07-06,NYFED,EFFR,ON,158
2022-07-06,NYFED,SOFR,ON,154
2022-07-06,UST,DGS2,2Y,297
2022-07-06,UST,DGS5,5Y,296
2022-07-07,NYFED,EFFR,ON,158
2022-07-07,NYFED,SOFR,ON,154
2022-07-07,UST,DGS2,2Y,303
2022-07-07,UST,DGS5,5Y,305
2022-07-08,NYFED,EFFR,ON,158
2022-07-08,NYFED,SOFR,ON,153
2022-07-08,UST,DGS2,2Y,312
2022-07-08,UST,DGS5,5Y,313
2022-07-11,NYFED,EFFR,ON,158
2022-07-11,NYFED,SOFR,ON,153
2022-07-11,UST,DGS2,2Y,307
2022-07-11,UST,DGS5,5Y,305
2022-07-12,NYFED,EFFR,ON,158
2022-07-12,NYFED,SOFR,ON,154
2022-07-12,UST,DGS2,2Y,303
2022-07-12,UST,DGS5,5Y,301
2022-07-13,NYFED,EFFR,ON,158
2022-07-13,NYFED,SOFR,ON,153
2022-07-13,UST,DGS2,2Y,313
2022-07-13,UST,DGS5,5Y,302
2022-07-14,NYFED,EFFR,ON,158
2022-07-14,NYFED,SOFR,ON,153
2022-07-14,UST,DGS2,2Y,315
2022-07-14,UST,DGS5,5Y,306
2022-07-15,NYFED,EFFR,ON,158
2022-07-15,NYFED,SOFR,ON,154
2022-07-15,UST,DGS2,2Y,313
2022-07-15,UST,DGS5,5Y,305
2022-07-18,NYFED,EFFR,ON,158
2022-07-18,NYFED,SOFR,ON,154
2022-07-18,UST,DGS2,2Y,315
2022-07-18,UST,DGS5,5Y,306
2022-07-19,NYFED,EFFR,ON,158
2022-07-19,NYFED,SOFR,ON,154
2022-07-19,UST,DGS2,2Y,323
2022-07-19,UST,DGS5,5Y,314
2022-07-20,NYFED,EFFR,ON,158
2022-07-20,NYFED,SOFR,ON,153
2022-07-20,UST,DGS2,2Y,325
2022-07-20,UST,DGS5,5Y,318
2022-07-21,NYFED,EFFR,ON,158
2022-07-21,NYFED,SOFR,ON,153
2022-07-21,UST,DGS2,2Y,310
2022-07-21,UST,DGS5,5Y,300
2022-07-22,NYFED,EFFR,ON,158
2022-07-22,NYFED,SOFR,ON,152
2022-07-22,UST,DGS2,2Y,298
2022-07-22,UST,DGS5,5Y,287
2022-07-25,NYFED,EFFR,ON,158
2022-07-25,NYFED,SOFR,ON,153
2022-07-25,UST,DGS2,2Y,300
2022-07-25,UST,DGS5,5Y,289
2022-07-26,NYFED,EFFR,ON,158
2022-07-26,NYFED,SOFR,ON,153
2022-07-26,UST,DGS2,2Y,302
2022-07-26,UST,DGS5,5Y,289
2022-07-27,NYFED,EFFR,ON,158
2022-07-27,NYFED,SOFR,ON,153
2022-07-27,UST,DGS2,2Y,296
2022-07-27,UST,DGS5,5Y,282
2022-07-28,NYFED,EFFR,ON,233
2022-07-28,NYFED,SOFR,ON,228
2022-07-28,UST,DGS2,2Y,285
2022-07-28,UST,DGS5,5Y,269
2022-07-29,NYFED,EFFR,ON,232
2022-07-29,NYFED,SOFR,ON,227
2022-07-29,UST,DGS2,2Y,289
2022-07-29,UST,DGS5,5Y,270
2022-08-01,NYFED,EFFR,ON,233
2022-08-01,NYFED,SOFR,ON,228
2022-08-01,UST,DGS2,2Y,290
2022-08-01,UST,DGS5,5Y,266
2022-08-02,NYFED,EFFR,ON,233
2022-08-02,NYFED,SOFR,ON,230
2022-08-02,UST,DGS2,2Y,306
2022-08-02,UST,DGS5,5Y,285
2022-08-03,NYFED,EFFR,ON,233
2022-08-03,NYFED,SOFR,ON,229
2022-08-03,UST,DGS2,2Y,310
2022-08-03,UST,DGS5,5Y,286
2022-08-04,NYFED,EFFR,ON,233
2022-08-04,NYFED,SOFR,ON,229
2022-08-04,UST,DGS2,2Y,303
2022-08-04,UST,DGS5,5Y,276
2022-08-05,NYFED,EFFR,ON,233
2022-08-05,NYFED,SOFR,ON,228
2022-08-05,UST,DGS2,2Y,324
2022-08-05,UST,DGS5,5Y,297
2022-08-08,NYFED,EFFR,ON,233
2022-08-08,NYFED,SOFR,ON,228
2022-08-08,UST,DGS2,2Y,321
2022-08-08,UST,DGS5,5Y,291
2022-08-09,NYFED,EFFR,ON,233
2022-08-09,NYFED,SOFR,ON,229
2022-08-09,UST,DGS2,2Y,328
2022-08-09,UST,DGS5,5Y,297
2022-08-10,NYFED,EFFR,ON,233
2022-08-10,NYFED,SOFR,ON,228
2022-08-10,UST,DGS2,2Y,323
2022-08-10,UST,DGS5,5Y,293
2022-08-11,NYFED,EFFR,ON,233
2022-08-11,NYFED,SOFR,ON,228
2022-08-11,UST,DGS2,2Y,323
2022-08-11,UST,DGS5,5Y,298
2022-08-12,NYFED,EFFR,ON,233
2022-08-12,NYFED,SOFR,ON,228
2022-08-12,UST,DGS2,2Y,325
2022-08-12,UST,DGS5,5Y,297
2022-08-15,NYFED,EFFR,ON,233
2022-08-15,NYFED,SOFR,ON,229
2022-08-15,UST,DGS2,2Y,320
2022-08-15,UST,DGS5,5Y,291
2022-08-16,NYFED,EFFR,ON,233
2022-08-16,NYFED,SOFR,ON,229
2022-08-16,UST,DGS2,2Y,325
2022-08-16,UST,DGS5,5Y,295
2022-08-17,NYFED,EFFR,ON,233
2022-08-17,NYFED,SOFR,ON,229
2022-08-17,UST,DGS2,2Y,328
2022-08-17,UST,DGS5,5Y,304
2022-08-18,NYFED,EFFR,ON,233
2022-08-18,NYFED,SOFR,ON,228
2022-08-18,UST,DGS2,2Y,322
2022-08-18,UST,DGS5,5Y,302
2022-08-19,NYFED,EFFR,ON,233
2022-08-19,NYFED,SOFR,ON,228
2022-08-19,UST,DGS2,2Y,325
2022-08-19,UST,DGS5,5Y,311
2022-08-22,NYFED,EFFR,ON,233
2022-08-22,NYFED,SOFR,ON,228
2022-08-22,UST,DGS2,2Y,332
2022-08-22,UST,DGS5,5Y,317
2022-08-23,NYFED,EFFR,ON,233
2022-08-23,NYFED,SOFR,ON,227
2022-08-23,UST,DGS2,2Y,329
2022-08-23,UST,DGS5,5Y,318
2022-08-24,NYFED,EFFR,ON,233
2022-08-24,NYFED,SOFR,ON,227
2022-08-24,UST,DGS2,2Y,336
2022-08-24,UST,DGS5,5Y,320
