observation_date,instrument_id,dv01_usd_per_bp,rate_sensitivity_sign,dv01_method
2021-04-21,YAHOO-CONTINUOUS-ZF,45.94,-1,cme_fixed_ics_ratio_proxy
2021-04-21,YAHOO-CONTINUOUS-ZT,40.28,-1,cme_fixed_ics_ratio_proxy
2021-04-22,ERIS-YIT-202109,20.14,-1,eris_settlement_dv01
2021-04-22,ERIS-YIW-202012,45.91,-1,eris_settlement_dv01
2021-04-22,YAHOO-CONTINUOUS-ZF,45.91,-1,cme_fixed_ics_ratio_proxy
2021-04-22,YAHOO-CONTINUOUS-ZT,40.28,-1,cme_fixed_ics_ratio_proxy
2021-04-23,ERIS-YIT-202109,20.14,-1,eris_settlement_dv01
2021-04-23,ERIS-YIW-202012,45.84,-1,eris_settlement_dv01
2021-04-23,YAHOO-CONTINUOUS-ZF,45.84,-1,cme_fixed_ics_ratio_proxy
2021-04-23,YAHOO-CONTINUOUS-ZT,40.28,-1,cme_fixed_ics_ratio_proxy
2021-04-26,ERIS-YIT-202109,20.13,-1,eris_settlement_dv01
2021-04-26,ERIS-YIW-202012,45.73,-1,eris_settlement_dv01
2021-04-26,YAHOO-CONTINUOUS-ZF,45.73,-1,cme_fixed_ics_ratio_proxy
