observation_date,instrument_id,dv01_usd_per_bp,rate_sensitivity_sign,dv01_method
2023-08-21,ERIS-YIT-202309,18.7947741599,-1,eris_settlement_dv01
2023-08-21,ERIS-YIW-202309,44.0717069557,-1,eris_settlement_dv01
2023-08-21,YAHOO-CONTINUOUS-ZF,44.0717069557,-1,cme_fixed_ics_ratio_proxy
2023-08-21,YAHOO-CONTINUOUS-ZT,37.5895483198,-1,cme_fixed_ics_ratio_proxy
2023-08-22,ERIS-YIT-202309,18.7750172207,-1,eris_settlement_dv01
2023-08-22,ERIS-YIW-202309,44.0365004886,-1,eris_settlement_dv01
2023-08-22,YAHOO-CONTINUOUS-ZF,44.0365004886,-1,cme_fixed_ics_ratio_proxy
2023-08-22,YAHOO-CONTINUOUS-ZT,37.5500344414,-1,cme_fixed_ics_ratio_proxy
2023-08-23,ERIS-YIT-202309,18.8275497869,-1,eris_settlement_dv01
2023-08-23,ERIS-YIW-202309,44.3546726596,-1,eris_settlement_dv01
2023-08-23,YAHOO-CONTINUOUS-ZF,44.3546726596,-1,cme_fixed_ics_ratio_proxy
2023-08-23,YAHOO-CONTINUOUS-ZT,37.6550995738,-1,cme_fixed_ics_ratio_proxy
2023-08-24,ERIS-YIT-202309,18.7921423202,-1,eris_settlement_dv01
2023-08-24,ERIS-YIW-202309,44.2408657248,-1,eris_settlement_dv01
2023-08-24,YAHOO-CONTINUOUS-ZF,44.2408657248,-1,cme_fixed_ics_ratio_proxy
2023-08-24,YAHOO-CONTINUOUS-ZT,37.5842846404,-1,cme_fixed_ics_ratio_proxy
