observation_date,source,instrument_id,settlement_price,dv01_usd_per_bp
2022-07-07,YAHOO,YAHOO-CONTINUOUS-ZT,104.84375,
2022-07-08,ERIS,ERIS-YIT-202206,94.9948,
2022-07-08,ERIS,ERIS-YIW-202209,94.53,
2022-07-08,YAHOO,YAHOO-CONTINUOUS-ZF,111.6640625,
2022-07-08,YAHOO,YAHOO-CONTINUOUS-ZT,104.671875,
2022-07-11,ERIS,ERIS-YIT-202206,95.1349,
2022-07-11,ERIS,ERIS-YIW-202209,95.03,
2022-07-11,YAHOO,YAHOO-CONTINUOUS-ZF,112.0703125,
2022-07-11,YAHOO,YAHOO-CONTINUOUS-ZT,104.80078125,
2022-07-12,ERIS,ERIS-YIT-202206,95.2137,
2022-07-12,ERIS,ERIS-YIW-202209,95.23,
2022-07-12,YAHOO,YAHOO-CONTINUOUS-ZF,112.2265625,
2022-07-12,YAHOO,YAHOO-CONTINUOUS-ZT,104.86328125,
2022-07-13,ERIS,ERIS-YIT-202206,95.0137,
2022-07-13,ERIS,ERIS-YIW-202209,95.29,
2022-07-13,YAHOO,YAHOO-CONTINUOUS-ZF,112.1875,
2022-07-13,YAHOO,YAHOO-CONTINUOUS-ZT,104.703125,
2022-07-14,ERIS,ERIS-YIT-202206,95.0081,
2022-07-14,ERIS,ERIS-YIW-202209,95.115,
2022-07-14,YAHOO,YAHOO-CONTINUOUS-ZF,111.9921875,
2022-07-14,YAHOO,YAHOO-CONTINUOUS-ZT,104.68359375,
2022-07-15,ERIS,ERIS-YIT-202206,95.0651,
2022-07-15,ERIS,ERIS-YIW-202209,95.23,
2022-07-15,YAHOO,YAHOO-CONTINUOUS-ZF,112.015625,
2022-07-15,YAHOO,YAHOO-CONTINUOUS-ZT,104.7109375,
2022-07-18,ERIS,ERIS-YIT-202206,95.0582,
2022-07-18,ERIS,ERIS-YIW-202209,95.135,
2022-07-18,YAHOO,YAHOO-CONTINUOUS-ZF,111.9609375,
2022-07-18,YAHOO,YAHOO-CONTINUOUS-ZT,104.6875,
2022-07-19,ERIS,ERIS-YIT-202206,94.9257,
2022-07-19,ERIS,ERIS-YIW-202209,94.825,
2022-07-19,YAHOO,YAHOO-CONTINUOUS-ZF,111.578125,
2022-07-19,YAHOO,YAHOO-CONTINUOUS-ZT,104.53515625,
2022-07-20,ERIS,ERIS-YIT-202206,94.9158,
2022-07-20,ERIS,ERIS-YIW-202209,94.7,
2022-07-20,YAHOO,YAHOO-CONTINUOUS-ZF,111.4765625,
2022-07-20,YAHOO,YAHOO-CONTINUOUS-ZT,104.51171875,
2022-07-21,ERIS,ERIS-YIT-202206,95.1998,
2022-07-21,ERIS,ERIS-YIW-202209,95.485,
2022-07-21,YAHOO,YAHOO-CONTINUOUS-ZF,112.296875,
2022-07-21,YAHOO,YAHOO-CONTINUOUS-ZT,104.828125,
2022-07-22,ERIS,ERIS-YIT-202206,95.3964,
2022-07-22,ERIS,ERIS-YIW-202209,96.085,
2022-07-22,YAHOO,YAHOO-CONTINUOUS-ZF,112.9453125,
2022-07-22,YAHOO,YAHOO-CONTINUOUS-ZT,105.0546875,
2022-07-25,ERIS,ERIS-YIT-202206,95.3022,
2022-07-25,ERIS,ERIS-YIW-202209,95.91,
2022-07-25,YAHOO,YAHOO-CONTINUOUS-ZF,112.84375,
2022-07-25,YAHOO,YAHOO-CONTINUOUS-ZT,104.98046875,
2022-07-26,ERIS,ERIS-YIT-202206,95.2975,
2022-07-26,ERIS,ERIS-YIW-202209,95.95,
2022-07-26,YAHOO,YAHOO-CONTINUOUS-ZF,112.90625,
2022-07-26,YAHOO,YAHOO-CONTINUOUS-ZT,104.9765625,
2022-07-27,ERIS,ERIS-YIT-202206,95.4108,
2022-07-27,ERIS,ERIS-YIW-202209,96.31,
2022-07-27,YAHOO,YAHOO-CONTINUOUS-ZF,113.296875,
2022-07-27,YAHOO,YAHOO-CONTINUOUS-ZT,105.1015625,
2022-07-28,ERIS,ERIS-YIT-202206,95.5443,
2022-07-28,ERIS,ERIS-YIW-202209,96.68,
2022-07-28,YAHOO,YAHOO-CONTINUOUS-ZF,113.71875,
2022-07-28,YAHOO,YAHOO-CONTINUOUS-ZT,105.28125,
2022-07-29,ERIS,ERIS-YIT-202206,95.5025,
2022-07-29,ERIS,ERIS-YIW-202209,96.725,
2022-07-29,YAHOO,YAHOO-CONTINUOUS-ZF,113.7265625,
2022-07-29,YAHOO,YAHOO-CONTINUOUS-ZT,105.23046875,
2022-08-01,ERIS,ERIS-YIT-202206,95.4745,
