observation_date,series_id,instrument_id,value,value_unit,source_observation_time_utc,available_at_utc,source,classification,proxy_label
2022-01-11,,YAHOO-CONTINUOUS-ZF,119.703125,price_points,2022-01-11T21:00:00Z,2022-01-11T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-11,,YAHOO-CONTINUOUS-ZT,108.75,price_points,2022-01-11T21:00:00Z,2022-01-11T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-12,,ERIS-YIT,98.71410000000002,price_points,2022-01-12T21:00:00Z,2022-01-12T21:01:00Z,ERIS,exact,
2022-01-12,,ERIS-YIW,96.3989,price_points,2022-01-12T21:00:00Z,2022-01-12T21:01:00Z,ERIS,exact,
2022-01-12,,YAHOO-CONTINUOUS-ZF,119.7734375,price_points,2022-01-12T21:00:00Z,2022-01-12T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-12,,YAHOO-CONTINUOUS-ZT,108.7421875,price_points,2022-01-12T21:00:00Z,2022-01-12T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-13,,ERIS-YIT,98.72300000000001,price_points,2022-01-13T21:00:00Z,2022-01-13T21:01:00Z,ERIS,exact,
2022-01-13,,ERIS-YIW,96.47760000000001,price_points,2022-01-13T21:00:00Z,2022-01-13T21:01:00Z,ERIS,exact,
2022-01-13,,YAHOO-CONTINUOUS-ZF,119.8515625,price_points,2022-01-13T21:00:00Z,2022-01-13T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-13,,YAHOO-CONTINUOUS-ZT,108.76171875,price_points,2022-01-13T21:00:00Z,2022-01-13T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-14,,ERIS-YIT,98.60400000000001,price_points,2022-01-14T21:00:00Z,2022-01-14T21:01:00Z,ERIS,exact,
2022-01-14,,ERIS-YIW,96.1306,price_points,2022-01-14T21:00:00Z,2022-01-14T21:01:00Z,ERIS,exact,
2022-01-14,,YAHOO-CONTINUOUS-ZF,119.515625,price_points,2022-01-14T21:00:00Z,2022-01-14T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-14,,YAHOO-CONTINUOUS-ZT,108.625,price_points,2022-01-14T21:00:00Z,2022-01-14T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-18,,ERIS-YIT,98.47080000000001,price_points,2022-01-18T21:00:00Z,2022-01-18T21:01:00Z,ERIS,exact,
2022-01-18,,ERIS-YIW,95.7403,price_points,2022-01-18T21:00:00Z,2022-01-18T21:01:00Z,ERIS,exact,
2022-01-18,,YAHOO-CONTINUOUS-ZF,119.015625,price_points,2022-01-18T21:00:00Z,2022-01-18T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-18,,YAHOO-CONTINUOUS-ZT,108.484375,price_points,2022-01-18T21:00:00Z,2022-01-18T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-19,,ERIS-YIT,98.51680000000002,price_points,2022-01-19T21:00:00Z,2022-01-19T21:01:00Z,ERIS,exact,
2022-01-19,,ERIS-YIW,95.9059,price_points,2022-01-19T21:00:00Z,2022-01-19T21:01:00Z,ERIS,exact,
2022-01-19,,YAHOO-CONTINUOUS-ZF,119.203125,price_points,2022-01-19T21:00:00Z,2022-01-19T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-19,,YAHOO-CONTINUOUS-ZT,108.52734375,price_points,2022-01-19T21:00:00Z,2022-01-19T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-20,,ERIS-YIT,98.46280000000002,price_points,2022-01-20T21:00:00Z,2022-01-20T21:01:00Z,ERIS,exact,
2022-01-20,,ERIS-YIW,95.86280000000001,price_points,2022-01-20T21:00:00Z,2022-01-20T21:01:00Z,ERIS,exact,
2022-01-20,,YAHOO-CONTINUOUS-ZF,119.1796875,price_points,2022-01-20T21:00:00Z,2022-01-20T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-20,,YAHOO-CONTINUOUS-ZT,108.4765625,price_points,2022-01-20T21:00:00Z,2022-01-20T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-21,,ERIS-YIT,98.57470000000002,price_points,2022-01-21T21:00:00Z,2022-01-21T21:01:00Z,ERIS,exact,
2022-01-21,,ERIS-YIW,96.1551,price_points,2022-01-21T21:00:00Z,2022-01-21T21:01:00Z,ERIS,exact,
2022-01-21,,YAHOO-CONTINUOUS-ZF,119.5625,price_points,2022-01-21T21:00:00Z,2022-01-21T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-21,,YAHOO-CONTINUOUS-ZT,108.60546875,price_points,2022-01-21T21:00:00Z,2022-01-21T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-24,,ERIS-YIT,98.67110000000002,price_points,2022-01-24T21:00:00Z,2022-01-24T21:01:00Z,ERIS,exact,
2022-01-24,,ERIS-YIW,96.375,price_points,2022-01-24T21:00:00Z,2022-01-24T21:01:00Z,ERIS,exact,
2022-01-24,,YAHOO-CONTINUOUS-ZF,119.7421875,price_points,2022-01-24T21:00:00Z,2022-01-24T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-24,,YAHOO-CONTINUOUS-ZT,108.6953125,price_points,2022-01-24T21:00:00Z,2022-01-24T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-25,,ERIS-YIT,98.59240000000001,price_points,2022-01-25T21:00:00Z,2022-01-25T21:01:00Z,ERIS,exact,
2022-01-25,,ERIS-YIW,96.14620000000001,price_points,2022-01-25T21:00:00Z,2022-01-25T21:01:00Z,ERIS,exact,
2022-01-25,,YAHOO-CONTINUOUS-ZF,119.4921875,price_points,2022-01-25T21:00:00Z,2022-01-25T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-25,,YAHOO-CONTINUOUS-ZT,108.61328125,price_points,2022-01-25T21:00:00Z,2022-01-25T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-26,,ERIS-YIT,98.46850000000002,price_points,2022-01-26T21:00:00Z,2022-01-26T21:01:00Z,ERIS,exact,
2022-01-26,,ERIS-YIW,95.8341,price_points,2022-01-26T21:00:00Z,2022-01-26T21:01:00Z,ERIS,exact,
2022-01-26,,YAHOO-CONTINUOUS-ZF,119.1015625,price_points,2022-01-26T21:00:00Z,2022-01-26T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-26,,YAHOO-CONTINUOUS-ZT,108.484375,price_points,2022-01-26T21:00:00Z,2022-01-26T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-27,,ERIS-YIT,98.27940000000002,price_points,2022-01-27T21:00:00Z,2022-01-27T21:01:00Z,ERIS,exact,
2022-01-27,,ERIS-YIW,95.8341,price_points,2022-01-27T21:00:00Z,2022-01-27T21:01:00Z,ERIS,exact,
2022-01-27,,YAHOO-CONTINUOUS-ZF,118.9609375,price_points,2022-01-27T21:00:00Z,2022-01-27T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-27,,YAHOO-CONTINUOUS-ZT,108.27734375,price_points,2022-01-27T21:00:00Z,2022-01-27T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-28,,ERIS-YIT,98.29790000000001,price_points,2022-01-28T21:00:00Z,2022-01-28T21:01:00Z,ERIS,exact,
2022-01-28,,ERIS-YIW,96.00170000000001,price_points,2022-01-28T21:00:00Z,2022-01-28T21:01:00Z,ERIS,exact,
2022-01-28,,YAHOO-CONTINUOUS-ZF,119.1640625,price_points,2022-01-28T21:00:00Z,2022-01-28T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-28,,YAHOO-CONTINUOUS-ZT,108.31640625,price_points,2022-01-28T21:00:00Z,2022-01-28T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-31,,ERIS-YIT,98.30110000000002,price_points,2022-01-31T21:00:00Z,2022-01-31T21:01:00Z,ERIS,exact,
2022-01-31,,ERIS-YIW,96.02180000000001,price_points,2022-01-31T21:00:00Z,2022-01-31T21:01:00Z,ERIS,exact,
2022-01-31,,YAHOO-CONTINUOUS-ZF,119.203125,price_points,2022-01-31T21:00:00Z,2022-01-31T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-01-31,,YAHOO-CONTINUOUS-ZT,108.328125,price_points,2022-01-31T21:00:00Z,2022-01-31T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-01,,ERIS-YIT,98.31440000000002,price_points,2022-02-01T21:00:00Z,2022-02-01T21:01:00Z,ERIS,exact,
2022-02-01,,ERIS-YIW,96.03770000000002,price_points,2022-02-01T21:00:00Z,2022-02-01T21:01:00Z,ERIS,exact,
2022-02-01,,YAHOO-CONTINUOUS-ZF,119.15625,price_points,2022-02-01T21:00:00Z,2022-02-01T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-01,,YAHOO-CONTINUOUS-ZT,108.328125,price_points,2022-02-01T21:00:00Z,2022-02-01T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-02,,ERIS-YIT,98.32690000000002,price_points,2022-02-02T21:00:00Z,2022-02-02T21:01:00Z,ERIS,exact,
2022-02-02,,ERIS-YIW,96.12650000000001,price_points,2022-02-02T21:00:00Z,2022-02-02T21:01:00Z,ERIS,exact,
2022-02-02,,YAHOO-CONTINUOUS-ZF,119.2890625,price_points,2022-02-02T21:00:00Z,2022-02-02T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-02,,YAHOO-CONTINUOUS-ZT,108.3515625,price_points,2022-02-02T21:00:00Z,2022-02-02T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-03,,ERIS-YIT,98.26440000000002,price_points,2022-02-03T21:00:00Z,2022-02-03T21:01:00Z,ERIS,exact,
2022-02-03,,ERIS-YIW,95.86580000000001,price_points,2022-02-03T21:00:00Z,2022-02-03T21:01:00Z,ERIS,exact,
2022-02-03,,YAHOO-CONTINUOUS-ZF,118.984375,price_points,2022-02-03T21:00:00Z,2022-02-03T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-03,,YAHOO-CONTINUOUS-ZT,108.2890625,price_points,2022-02-03T21:00:00Z,2022-02-03T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-04,,ERIS-YIT,98.03600000000002,price_points,2022-02-04T21:00:00Z,2022-02-04T21:01:00Z,ERIS,exact,
2022-02-04,,ERIS-YIW,95.2836,price_points,2022-02-04T21:00:00Z,2022-02-04T21:01:00Z,ERIS,exact,
2022-02-04,,YAHOO-CONTINUOUS-ZF,118.34375,price_points,2022-02-04T21:00:00Z,2022-02-04T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-04,,YAHOO-CONTINUOUS-ZT,108.03515625,price_points,2022-02-04T21:00:00Z,2022-02-04T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-07,,ERIS-YIT,98.08420000000002,price_points,2022-02-07T21:00:00Z,2022-02-07T21:01:00Z,ERIS,exact,
2022-02-07,,ERIS-YIW,95.37270000000001,price_points,2022-02-07T21:00:00Z,2022-02-07T21:01:00Z,ERIS,exact,
2022-02-07,,YAHOO-CONTINUOUS-ZF,118.453125,price_points,2022-02-07T21:00:00Z,2022-02-07T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-07,,YAHOO-CONTINUOUS-ZT,108.08984375,price_points,2022-02-07T21:00:00Z,2022-02-07T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-08,,ERIS-YIT,98.01890000000002,price_points,2022-02-08T21:00:00Z,2022-02-08T21:01:00Z,ERIS,exact,
2022-02-08,,ERIS-YIW,95.17200000000001,price_points,2022-02-08T21:00:00Z,2022-02-08T21:01:00Z,ERIS,exact,
2022-02-08,,YAHOO-CONTINUOUS-ZF,118.2421875,price_points,2022-02-08T21:00:00Z,2022-02-08T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-08,,YAHOO-CONTINUOUS-ZT,108.01171875,price_points,2022-02-08T21:00:00Z,2022-02-08T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-09,,ERIS-YIT,98.01650000000002,price_points,2022-02-09T21:00:00Z,2022-02-09T21:01:00Z,ERIS,exact,
2022-02-09,,ERIS-YIW,95.21710000000002,price_points,2022-02-09T21:00:00Z,2022-02-09T21:01:00Z,ERIS,exact,
2022-02-09,,YAHOO-CONTINUOUS-ZF,118.2578125,price_points,2022-02-09T21:00:00Z,2022-02-09T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-09,,YAHOO-CONTINUOUS-ZT,108.0078125,price_points,2022-02-09T21:00:00Z,2022-02-09T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-10,,ERIS-YIT,97.61490000000002,price_points,2022-02-10T21:00:00Z,2022-02-10T21:01:00Z,ERIS,exact,
2022-02-10,,ERIS-YIW,94.54460000000002,price_points,2022-02-10T21:00:00Z,2022-02-10T21:01:00Z,ERIS,exact,
2022-02-10,,YAHOO-CONTINUOUS-ZF,117.515625,price_points,2022-02-10T21:00:00Z,2022-02-10T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-10,,YAHOO-CONTINUOUS-ZT,107.58984375,price_points,2022-02-10T21:00:00Z,2022-02-10T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-11,,ERIS-YIT,97.71530000000001,price_points,2022-02-11T21:00:00Z,2022-02-11T21:01:00Z,ERIS,exact,
2022-02-11,,ERIS-YIW,94.99660000000002,price_points,2022-02-11T21:00:00Z,2022-02-11T21:01:00Z,ERIS,exact,
2022-02-11,,YAHOO-CONTINUOUS-ZF,117.875,price_points,2022-02-11T21:00:00Z,2022-02-11T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-11,,YAHOO-CONTINUOUS-ZT,107.6875,price_points,2022-02-11T21:00:00Z,2022-02-11T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-14,,ERIS-YIT,97.58790000000002,price_points,2022-02-14T21:00:00Z,2022-02-14T21:01:00Z,ERIS,exact,
2022-02-14,,ERIS-YIW,94.68800000000002,price_points,2022-02-14T21:00:00Z,2022-02-14T21:01:00Z,ERIS,exact,
2022-02-14,,YAHOO-CONTINUOUS-ZF,117.5546875,price_points,2022-02-14T21:00:00Z,2022-02-14T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-14,,YAHOO-CONTINUOUS-ZT,107.53125,price_points,2022-02-14T21:00:00Z,2022-02-14T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-15,,ERIS-YIT,97.64750000000002,price_points,2022-02-15T21:00:00Z,2022-02-15T21:01:00Z,ERIS,exact,
2022-02-15,,ERIS-YIW,94.64380000000001,price_points,2022-02-15T21:00:00Z,2022-02-15T21:01:00Z,ERIS,exact,
2022-02-15,,YAHOO-CONTINUOUS-ZF,117.4921875,price_points,2022-02-15T21:00:00Z,2022-02-15T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-15,,YAHOO-CONTINUOUS-ZT,107.5703125,price_points,2022-02-15T21:00:00Z,2022-02-15T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-16,,ERIS-YIT,97.72820000000002,price_points,2022-02-16T21:00:00Z,2022-02-16T21:01:00Z,ERIS,exact,
2022-02-16,,ERIS-YIW,94.7472,price_points,2022-02-16T21:00:00Z,2022-02-16T21:01:00Z,ERIS,exact,
2022-02-16,,YAHOO-CONTINUOUS-ZF,117.609375,price_points,2022-02-16T21:00:00Z,2022-02-16T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-16,,YAHOO-CONTINUOUS-ZT,107.65625,price_points,2022-02-16T21:00:00Z,2022-02-16T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-17,,ERIS-YIT,97.81840000000001,price_points,2022-02-17T21:00:00Z,2022-02-17T21:01:00Z,ERIS,exact,
2022-02-17,,ERIS-YIW,95.07710000000002,price_points,2022-02-17T21:00:00Z,2022-02-17T21:01:00Z,ERIS,exact,
2022-02-17,,YAHOO-CONTINUOUS-ZF,117.953125,price_points,2022-02-17T21:00:00Z,2022-02-17T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-17,,YAHOO-CONTINUOUS-ZT,107.7421875,price_points,2022-02-17T21:00:00Z,2022-02-17T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-18,,ERIS-YIT,97.86780000000002,price_points,2022-02-18T21:00:00Z,2022-02-18T21:01:00Z,ERIS,exact,
2022-02-18,,ERIS-YIW,95.22670000000001,price_points,2022-02-18T21:00:00Z,2022-02-18T21:01:00Z,ERIS,exact,
2022-02-18,,YAHOO-CONTINUOUS-ZF,118.09375,price_points,2022-02-18T21:00:00Z,2022-02-18T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-18,,YAHOO-CONTINUOUS-ZT,107.78125,price_points,2022-02-18T21:00:00Z,2022-02-18T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-22,,ERIS-YIT,97.70050000000002,price_points,2022-02-22T21:00:00Z,2022-02-22T21:01:00Z,ERIS,exact,
2022-02-22,,ERIS-YIW,95.01970000000001,price_points,2022-02-22T21:00:00Z,2022-02-22T21:01:00Z,ERIS,exact,
2022-02-22,,YAHOO-CONTINUOUS-ZF,117.8671875,price_points,2022-02-22T21:00:00Z,2022-02-22T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-22,,YAHOO-CONTINUOUS-ZT,107.62109375,price_points,2022-02-22T21:00:00Z,2022-02-22T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-23,,ERIS-YIT,97.66760000000002,price_points,2022-02-23T21:00:00Z,2022-02-23T21:01:00Z,ERIS,exact,
2022-02-23,,ERIS-YIW,94.86290000000001,price_points,2022-02-23T21:00:00Z,2022-02-23T21:01:00Z,ERIS,exact,
2022-02-23,,YAHOO-CONTINUOUS-ZF,117.765625,price_points,2022-02-23T21:00:00Z,2022-02-23T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-23,,YAHOO-CONTINUOUS-ZT,107.59375,price_points,2022-02-23T21:00:00Z,2022-02-23T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-24,,ERIS-YIT,97.78210000000001,price_points,2022-02-24T21:00:00Z,2022-02-24T21:01:00Z,ERIS,exact,
2022-02-24,,ERIS-YIW,95.0062,price_points,2022-02-24T21:00:00Z,2022-02-24T21:01:00Z,ERIS,exact,
2022-02-24,,YAHOO-CONTINUOUS-ZF,117.9609375,price_points,2022-02-24T21:00:00Z,2022-02-24T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-24,,YAHOO-CONTINUOUS-ZT,107.71484375,price_points,2022-02-24T21:00:00Z,2022-02-24T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-25,,ERIS-YIT,97.72900000000001,price_points,2022-02-25T21:00:00Z,2022-02-25T21:01:00Z,ERIS,exact,
2022-02-25,,ERIS-YIW,94.87950000000001,price_points,2022-02-25T21:00:00Z,2022-02-25T21:01:00Z,ERIS,exact,
2022-02-25,,YAHOO-CONTINUOUS-ZF,117.796875,price_points,2022-02-25T21:00:00Z,2022-02-25T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-25,,YAHOO-CONTINUOUS-ZT,107.640625,price_points,2022-02-25T21:00:00Z,2022-02-25T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-28,,ERIS-YIT,98.04450000000001,price_points,2022-02-28T21:00:00Z,2022-02-28T21:01:00Z,ERIS,exact,
2022-02-28,,ERIS-YIW,95.65820000000001,price_points,2022-02-28T21:00:00Z,2022-02-28T21:01:00Z,ERIS,exact,
2022-02-28,,YAHOO-CONTINUOUS-ZF,118.6015625,price_points,2022-02-28T21:00:00Z,2022-02-28T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-02-28,,YAHOO-CONTINUOUS-ZT,107.98828125,price_points,2022-02-28T21:00:00Z,2022-02-28T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-01,,ERIS-YIT,98.35110000000002,price_points,2022-03-01T21:00:00Z,2022-03-01T21:01:00Z,ERIS,exact,
2022-03-01,,ERIS-YIW,96.59980000000002,price_points,2022-03-01T21:00:00Z,2022-03-01T21:01:00Z,ERIS,exact,
2022-03-01,,YAHOO-CONTINUOUS-ZF,119.4609375,price_points,2022-03-01T21:00:00Z,2022-03-01T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-01,,YAHOO-CONTINUOUS-ZT,108.2109375,price_points,2022-03-01T21:00:00Z,2022-03-01T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-02,,ERIS-YIT,97.92610000000002,price_points,2022-03-02T21:00:00Z,2022-03-02T21:01:00Z,ERIS,exact,
2022-03-02,,ERIS-YIW,95.57030000000002,price_points,2022-03-02T21:00:00Z,2022-03-02T21:01:00Z,ERIS,exact,
2022-03-02,,YAHOO-CONTINUOUS-ZF,118.4609375,price_points,2022-03-02T21:00:00Z,2022-03-02T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-02,,YAHOO-CONTINUOUS-ZT,107.80078125,price_points,2022-03-02T21:00:00Z,2022-03-02T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-03,,ERIS-YIT,97.88900000000002,price_points,2022-03-03T21:00:00Z,2022-03-03T21:01:00Z,ERIS,exact,
2022-03-03,,ERIS-YIW,95.62830000000001,price_points,2022-03-03T21:00:00Z,2022-03-03T21:01:00Z,ERIS,exact,
2022-03-03,,YAHOO-CONTINUOUS-ZF,118.5234375,price_points,2022-03-03T21:00:00Z,2022-03-03T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-03,,YAHOO-CONTINUOUS-ZT,107.77734375,price_points,2022-03-03T21:00:00Z,2022-03-03T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-04,,ERIS-YIT,97.98290000000001,price_points,2022-03-04T21:00:00Z,2022-03-04T21:01:00Z,ERIS,exact,
2022-03-04,,ERIS-YIW,96.1444,price_points,2022-03-04T21:00:00Z,2022-03-04T21:01:00Z,ERIS,exact,
2022-03-04,,YAHOO-CONTINUOUS-ZF,119.0234375,price_points,2022-03-04T21:00:00Z,2022-03-04T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-04,,YAHOO-CONTINUOUS-ZT,107.875,price_points,2022-03-04T21:00:00Z,2022-03-04T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-07,,ERIS-YIT,97.91750000000002,price_points,2022-03-07T21:00:00Z,2022-03-07T21:01:00Z,ERIS,exact,
2022-03-07,,ERIS-YIW,95.93290000000002,price_points,2022-03-07T21:00:00Z,2022-03-07T21:01:00Z,ERIS,exact,
2022-03-07,,YAHOO-CONTINUOUS-ZF,118.7109375,price_points,2022-03-07T21:00:00Z,2022-03-07T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-07,,YAHOO-CONTINUOUS-ZT,107.76171875,price_points,2022-03-07T21:00:00Z,2022-03-07T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-08,,ERIS-YIT,97.78010000000002,price_points,2022-03-08T21:00:00Z,2022-03-08T21:01:00Z,ERIS,exact,
2022-03-08,,ERIS-YIW,95.45400000000001,price_points,2022-03-08T21:00:00Z,2022-03-08T21:01:00Z,ERIS,exact,
2022-03-08,,YAHOO-CONTINUOUS-ZF,118.1640625,price_points,2022-03-08T21:00:00Z,2022-03-08T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-08,,YAHOO-CONTINUOUS-ZT,107.62109375,price_points,2022-03-08T21:00:00Z,2022-03-08T21:01:00Z,YAHOO,proxy,continuous futures proxy
2022-03-09,,ERIS-YIT,97.67570000000002,price_points,2022-03-09T21:00:00Z,2022-03-09T21:01:00Z,ERIS,exact,
