observation_date,source,series_id,maturity,rate_bps
2020-03-06,NYFED,EFFR,ON,109
2020-03-06,NYFED,SOFR,ON,110
2020-03-06,UST,DGS2,2Y,49
2020-03-06,UST,DGS5,5Y,58
2020-03-09,NYFED,EFFR,ON,109
2020-03-09,NYFED,SOFR,ON,109
2020-03-09,UST,DGS2,2Y,38
2020-03-09,UST,DGS5,5Y,46
2020-03-10,NYFED,EFFR,ON,109
2020-03-10,NYFED,SOFR,ON,111
2020-03-10,UST,DGS2,2Y,50
2020-03-10,UST,DGS5,5Y,63
2020-03-11,NYFED,EFFR,ON,109
2020-03-11,NYFED,SOFR,ON,115
2020-03-11,UST,DGS2,2Y,50
2020-03-11,UST,DGS5,5Y,66
2020-03-12,NYFED,EFFR,ON,110
2020-03-12,NYFED,SOFR,ON,120
2020-03-12,UST,DGS2,2Y,50
2020-03-12,UST,DGS5,5Y,66
2020-03-13,NYFED,EFFR,ON,110
2020-03-13,NYFED,SOFR,ON,110
2020-03-13,UST,DGS2,2Y,49
2020-03-13,UST,DGS5,5Y,70
2020-03-16,NYFED,EFFR,ON,25
2020-03-16,NYFED,SOFR,ON,26
2020-03-16,UST,DGS2,2Y,36
2020-03-16,UST,DGS5,5Y,49
2020-03-17,NYFED,EFFR,ON,25
2020-03-17,NYFED,SOFR,ON,54
2020-03-17,UST,DGS2,2Y,47
2020-03-17,UST,DGS5,5Y,66
2020-03-18,NYFED,EFFR,ON,25
2020-03-18,NYFED,SOFR,ON,10
2020-03-18,UST,DGS2,2Y,54
2020-03-18,UST,DGS5,5Y,79
2020-03-19,NYFED,EFFR,ON,20
2020-03-19,NYFED,SOFR,ON,6
2020-03-19,UST,DGS2,2Y,44
2020-03-19,UST,DGS5,5Y,66
2020-03-20,NYFED,EFFR,ON,15
2020-03-20,NYFED,SOFR,ON,4
2020-03-20,UST,DGS2,2Y,37
2020-03-20,UST,DGS5,5Y,52
2020-03-23,NYFED,EFFR,ON,15
2020-03-23,NYFED,SOFR,ON,2
2020-03-23,UST,DGS2,2Y,28
2020-03-23,UST,DGS5,5Y,38
2020-03-24,NYFED,EFFR,ON,12
2020-03-24,NYFED,SOFR,ON,1
2020-03-24,UST,DGS2,2Y,38
2020-03-24,UST,DGS5,5Y,52
2020-03-25,NYFED,EFFR,ON,10
2020-03-25,NYFED,SOFR,ON,1
2020-03-25,UST,DGS2,2Y,34
2020-03-25,UST,DGS5,5Y,56
2020-03-26,NYFED,EFFR,ON,10
2020-03-26,NYFED,SOFR,ON,1
2020-03-26,UST,DGS2,2Y,30
2020-03-26,UST,DGS5,5Y,51
2020-03-27,NYFED,EFFR,ON,10
2020-03-27,NYFED,SOFR,ON,1
2020-03-27,UST,DGS2,2Y,25
2020-03-27,UST,DGS5,5Y,41
2020-03-30,NYFED,EFFR,ON,9
2020-03-30,NYFED,SOFR,ON,1
2020-03-30,UST,DGS2,2Y,23
2020-03-30,UST,DGS5,5Y,39
2020-03-31,NYFED,EFFR,ON,8
2020-03-31,NYFED,SOFR,ON,1
2020-03-31,UST,DGS2,2Y,23
2020-03-31,UST,DGS5,5Y,37
2020-04-01,NYFED,EFFR,ON,6
2020-04-01,NYFED,SOFR,ON,1
2020-04-01,UST,DGS2,2Y,23
2020-04-01,UST,DGS5,5Y,37
2020-04-02,NYFED,EFFR,ON,5
2020-04-02,NYFED,SOFR,ON,1
2020-04-02,UST,DGS2,2Y,23
2020-04-02,UST,DGS5,5Y,39
2020-04-03,NYFED,EFFR,ON,5
2020-04-03,NYFED,SOFR,ON,1
2020-04-03,UST,DGS2,2Y,23
2020-04-03,UST,DGS5,5Y,39
2020-04-06,NYFED,EFFR,ON,5
2020-04-06,NYFED,SOFR,ON,1
2020-04-06,UST,DGS2,2Y,27
2020-04-06,UST,DGS5,5Y,44
2020-04-07,NYFED,EFFR,ON,5
2020-04-07,NYFED,SOFR,ON,1
2020-04-07,UST,DGS2,2Y,28
2020-04-07,UST,DGS5,5Y,48
2020-04-08,NYFED,EFFR,ON,5
2020-04-08,NYFED,SOFR,ON,1
2020-04-08,UST,DGS2,2Y,27
2020-04-08,UST,DGS5,5Y,47
2020-04-09,NYFED,EFFR,ON,5
2020-04-09,NYFED,SOFR,ON,1
2020-04-09,UST,DGS2,2Y,23
2020-04-09,UST,DGS5,5Y,41
2020-04-10,NYFED,EFFR,ON,5
2020-04-13,NYFED,EFFR,ON,5
2020-04-13,NYFED,SOFR,ON,2
2020-04-13,UST,DGS2,2Y,25
2020-04-13,UST,DGS5,5Y,44
2020-04-14,NYFED,EFFR,ON,5
2020-04-14,NYFED,SOFR,ON,6
2020-04-14,UST,DGS2,2Y,23
2020-04-14,UST,DGS5,5Y,42
2020-04-15,NYFED,EFFR,ON,5
2020-04-15,NYFED,SOFR,ON,3
2020-04-15,UST,DGS2,2Y,20
2020-04-15,UST,DGS5,5Y,34
2020-04-16,NYFED,EFFR,ON,5
2020-04-16,NYFED,SOFR,ON,3
2020-04-16,UST,DGS2,2Y,20
2020-04-16,UST,DGS5,5Y,35
2020-04-17,NYFED,EFFR,ON,5
2020-04-17,NYFED,SOFR,ON,3
2020-04-17,UST,DGS2,2Y,20
2020-04-17,UST,DGS5,5Y,36
2020-04-20,NYFED,EFFR,ON,5
2020-04-20,NYFED,SOFR,ON,2
2020-04-20,UST,DGS2,2Y,20
2020-04-20,UST,DGS5,5Y,35
2020-04-21,NYFED,EFFR,ON,5
2020-04-21,NYFED,SOFR,ON,1
2020-04-21,UST,DGS2,2Y,20
2020-04-21,UST,DGS5,5Y,34
2020-04-22,NYFED,EFFR,ON,5
2020-04-22,NYFED,SOFR,ON,1
2020-04-22,UST,DGS2,2Y,22
2020-04-22,UST,DGS5,5Y,37
2020-04-23,NYFED,EFFR,ON,4
2020-04-23,NYFED,SOFR,ON,1
2020-04-23,UST,DGS2,2Y,22
2020-04-23,UST,DGS5,5Y,37
2020-04-24,NYFED,EFFR,ON,5
2020-04-24,NYFED,SOFR,ON,3
2020-04-24,UST,DGS2,2Y,22
2020-04-24,UST,DGS5,5Y,36
2020-04-27,NYFED,EFFR,ON,4
2020-04-27,NYFED,SOFR,ON,3
2020-04-27,UST,DGS2,2Y,24
2020-04-27,UST,DGS5,5Y,41
2020-04-28,NYFED,EFFR,ON,4
2020-04-28,NYFED,SOFR,ON,1
2020-04-28,UST,DGS2,2Y,20
2020-04-28,UST,DGS5,5Y,37
2020-04-29,NYFED,EFFR,ON,4
2020-04-29,NYFED,SOFR,ON,1
2020-04-29,UST,DGS2,2Y,20
2020-04-29,UST,DGS5,5Y,36
2020-04-30,NYFED,EFFR,ON,5
2020-04-30,NYFED,SOFR,ON,4
2020-04-30,UST,DGS2,2Y,20
2020-04-30,UST,DGS5,5Y,36
2020-05-01,NYFED,EFFR,ON,5
2020-05-01,NYFED,SOFR,ON,3
2020-05-01,UST,DGS2,2Y,20
2020-05-01,UST,DGS5,5Y,36
2020-05-04,NYFED,EFFR,ON,5
2020-05-04,NYFED,SOFR,ON,5
2020-05-04,UST,DGS2,2Y,19
2020-05-04,UST,DGS5,5Y,36
2020-05-05,NYFED,EFFR,ON,5
2020-05-05,NYFED,SOFR,ON,5
2020-05-05,UST,DGS2,2Y,19
2020-05-05,UST,DGS5,5Y,36
2020-05-06,NYFED,EFFR,ON,5
2020-05-06,NYFED,SOFR,ON,5
2020-05-06,UST,DGS2,2Y,17
2020-05-06,UST,DGS5,5Y,37
2020-05-07,NYFED,EFFR,ON,5
2020-05-07,NYFED,SOFR,ON,5
2020-05-07,UST,DGS2,2Y,13
2020-05-07,UST,DGS5,5Y,29
2020-05-08,NYFED,EFFR,ON,5
2020-05-08,NYFED,SOFR,ON,6
2020-05-08,UST,DGS2,2Y,16
2020-05-08,UST,DGS5,5Y,33
2020-05-11,NYFED,EFFR,ON,5
2020-05-11,NYFED,SOFR,ON,6
2020-05-11,UST,DGS2,2Y,17
2020-05-11,UST,DGS5,5Y,36
2020-05-12,NYFED,EFFR,ON,5
2020-05-12,NYFED,SOFR,ON,6
2020-05-12,UST,DGS2,2Y,17
2020-05-12,UST,DGS5,5Y,34
2020-05-13,NYFED,EFFR,ON,5
2020-05-13,NYFED,SOFR,ON,4
2020-05-13,UST,DGS2,2Y,16
2020-05-13,UST,DGS5,5Y,31
2020-05-14,NYFED,EFFR,ON,5
2020-05-14,NYFED,SOFR,ON,2
2020-05-14,UST,DGS2,2Y,16
2020-05-14,UST,DGS5,5Y,31
2020-05-15,NYFED,EFFR,ON,5
2020-05-15,NYFED,SOFR,ON,5
2020-05-15,UST,DGS2,2Y,16
2020-05-15,UST,DGS5,5Y,31
2020-05-18,NYFED,EFFR,ON,5
2020-05-18,NYFED,SOFR,ON,4
2020-05-18,UST,DGS2,2Y,18
2020-05-18,UST,DGS5,5Y,38
2020-05-19,NYFED,EFFR,ON,5
2020-05-19,NYFED,SOFR,ON,4
2020-05-19,UST,DGS2,2Y,17
2020-05-19,UST,DGS5,5Y,35
2020-05-20,NYFED,EFFR,ON,5
2020-05-20,NYFED,SOFR,ON,1
2020-05-20,UST,DGS2,2Y,16
2020-05-20,UST,DGS5,5Y,34
2020-05-21,NYFED,EFFR,ON,5
2020-05-21,NYFED,SOFR,ON,2
2020-05-21,UST,DGS2,2Y,17
2020-05-21,UST,DGS5,5Y,35
2020-05-22,NYFED,EFFR,ON,5
2020-05-22,NYFED,SOFR,ON,4
2020-05-22,UST,DGS2,2Y,17
2020-05-22,UST,DGS5,5Y,34
2020-05-26,NYFED,EFFR,ON,5
2020-05-26,NYFED,SOFR,ON,6
2020-05-26,UST,DGS2,2Y,18
2020-05-26,UST,DGS5,5Y,35
2020-05-27,NYFED,EFFR,ON,5
2020-05-27,NYFED,SOFR,ON,6
2020-05-27,UST,DGS2,2Y,19
2020-05-27,UST,DGS5,5Y,34
2020-05-28,NYFED,EFFR,ON,5
2020-05-28,NYFED,SOFR,ON,6
2020-05-28,UST,DGS2,2Y,17
2020-05-28,UST,DGS5,5Y,34
2020-05-29,NYFED,EFFR,ON,5
2020-05-29,NYFED,SOFR,ON,6
2020-05-29,UST,DGS2,2Y,16
2020-05-29,UST,DGS5,5Y,30
2020-06-01,NYFED,EFFR,ON,5
2020-06-01,NYFED,SOFR,ON,6
2020-06-01,UST,DGS2,2Y,14
2020-06-01,UST,DGS5,5Y,31
2020-06-02,NYFED,EFFR,ON,6
2020-06-02,NYFED,SOFR,ON,7
2020-06-02,UST,DGS2,2Y,17
2020-06-02,UST,DGS5,5Y,32
2020-06-03,NYFED,EFFR,ON,6
2020-06-03,NYFED,SOFR,ON,6
2020-06-03,UST,DGS2,2Y,19
2020-06-03,UST,DGS5,5Y,38
2020-06-04,NYFED,EFFR,ON,6
2020-06-04,NYFED,SOFR,ON,7
2020-06-04,UST,DGS2,2Y,19
2020-06-04,UST,DGS5,5Y,40
2020-06-05,NYFED,EFFR,ON,7
2020-06-05,NYFED,SOFR,ON,7
2020-06-05,UST,DGS2,2Y,22
2020-06-05,UST,DGS5,5Y,47
2020-06-08,NYFED,EFFR,ON,7
2020-06-08,NYFED,SOFR,ON,7
2020-06-08,UST,DGS2,2Y,22
2020-06-08,UST,DGS5,5Y,45
2020-06-09,NYFED,EFFR,ON,7
2020-06-09,NYFED,SOFR,ON,8
2020-06-09,UST,DGS2,2Y,20
2020-06-09,UST,DGS5,5Y,40
2020-06-10,NYFED,EFFR,ON,8
2020-06-10,NYFED,SOFR,ON,7
2020-06-10,UST,DGS2,2Y,17
2020-06-10,UST,DGS5,5Y,33
2020-06-11,NYFED,EFFR,ON,8
2020-06-11,NYFED,SOFR,ON,8
2020-06-11,UST,DGS2,2Y,19
2020-06-11,UST,DGS5,5Y,32
2020-06-12,NYFED,EFFR,ON,8
2020-06-12,NYFED,SOFR,ON,8
2020-06-12,UST,DGS2,2Y,19
2020-06-12,UST,DGS5,5Y,33
2020-06-15,NYFED,EFFR,ON,9
2020-06-15,NYFED,SOFR,ON,9
2020-06-15,UST,DGS2,2Y,19
2020-06-15,UST,DGS5,5Y,33
2020-06-16,NYFED,EFFR,ON,9
2020-06-16,NYFED,SOFR,ON,9
2020-06-16,UST,DGS2,2Y,21
2020-06-16,UST,DGS5,5Y,34
2020-06-17,NYFED,EFFR,ON,9
2020-06-17,NYFED,SOFR,ON,9
2020-06-17,UST,DGS2,2Y,19
2020-06-17,UST,DGS5,5Y,34
2020-06-18,NYFED,EFFR,ON,9
2020-06-18,NYFED,SOFR,ON,9
2020-06-18,UST,DGS2,2Y,19
2020-06-18,UST,DGS5,5Y,34
2020-06-19,NYFED,EFFR,ON,9
2020-06-19,NYFED,SOFR,ON,9
2020-06-19,UST,DGS2,2Y,19
2020-06-19,UST,DGS5,5Y,33
2020-06-22,NYFED,EFFR,ON,8
2020-06-22,NYFED,SOFR,ON,8
2020-06-22,UST,DGS2,2Y,19
2020-06-22,UST,DGS5,5Y,34
2020-06-23,NYFED,EFFR,ON,8
2020-06-23,NYFED,SOFR,ON,7
2020-06-23,UST,DGS2,2Y,18
2020-06-23,UST,DGS5,5Y,33
2020-06-24,NYFED,EFFR,ON,8
2020-06-24,NYFED,SOFR,ON,8
2020-06-24,UST,DGS2,2Y,19
2020-06-24,UST,DGS5,5Y,33
2020-06-25,NYFED,EFFR,ON,8
2020-06-25,NYFED,SOFR,ON,9
2020-06-25,UST,DGS2,2Y,17
2020-06-25,UST,DGS5,5Y,32
2020-06-26,NYFED,EFFR,ON,8
2020-06-26,NYFED,SOFR,ON,8
2020-06-26,UST,DGS2,2Y,17
2020-06-26,UST,DGS5,5Y,30
2020-06-29,NYFED,EFFR,ON,8
2020-06-29,NYFED,SOFR,ON,8
2020-06-29,UST,DGS2,2Y,16
2020-06-29,UST,DGS5,5Y,28
2020-06-30,NYFED,EFFR,ON,8
2020-06-30,NYFED,SOFR,ON,10
2020-06-30,UST,DGS2,2Y,16
2020-06-30,UST,DGS5,5Y,29
2020-07-01,NYFED,EFFR,ON,8
2020-07-01,NYFED,SOFR,ON,11
2020-07-01,UST,DGS2,2Y,17
2020-07-01,UST,DGS5,5Y,31
2020-07-02,NYFED,EFFR,ON,9
2020-07-02,NYFED,SOFR,ON,11
2020-07-02,UST,DGS2,2Y,16
2020-07-02,UST,DGS5,5Y,29
2020-07-03,NYFED,EFFR,ON,9
2020-07-06,NYFED,EFFR,ON,9
2020-07-06,NYFED,SOFR,ON,10
2020-07-06,UST,DGS2,2Y,16
2020-07-06,UST,DGS5,5Y,31
2020-07-07,NYFED,EFFR,ON,9
2020-07-07,NYFED,SOFR,ON,10
2020-07-07,UST,DGS2,2Y,16
2020-07-07,UST,DGS5,5Y,29
2020-07-08,NYFED,EFFR,ON,9
2020-07-08,NYFED,SOFR,ON,10
2020-07-08,UST,DGS2,2Y,16
2020-07-08,UST,DGS5,5Y,30
2020-07-09,NYFED,EFFR,ON,9
2020-07-09,NYFED,SOFR,ON,10
2020-07-09,UST,DGS2,2Y,16
2020-07-09,UST,DGS5,5Y,28
2020-07-10,NYFED,EFFR,ON,9
2020-07-10,NYFED,SOFR,ON,10
2020-07-10,UST,DGS2,2Y,16
2020-07-10,UST,DGS5,5Y,30
2020-07-13,NYFED,EFFR,ON,9
2020-07-13,NYFED,SOFR,ON,10
2020-07-13,UST,DGS2,2Y,16
2020-07-13,UST,DGS5,5Y,30
2020-07-14,NYFED,EFFR,ON,9
2020-07-14,NYFED,SOFR,ON,11
2020-07-14,UST,DGS2,2Y,14
2020-07-14,UST,DGS5,5Y,28
2020-07-15,NYFED,EFFR,ON,10
2020-07-15,NYFED,SOFR,ON,13
2020-07-15,UST,DGS2,2Y,16
2020-07-15,UST,DGS5,5Y,28
2020-07-16,NYFED,EFFR,ON,10
2020-07-16,NYFED,SOFR,ON,12
2020-07-16,UST,DGS2,2Y,16
2020-07-16,UST,DGS5,5Y,28
2020-07-17,NYFED,EFFR,ON,9
2020-07-17,NYFED,SOFR,ON,12
2020-07-17,UST,DGS2,2Y,14
2020-07-17,UST,DGS5,5Y,29
2020-07-20,NYFED,EFFR,ON,10
2020-07-20,NYFED,SOFR,ON,12
2020-07-20,UST,DGS2,2Y,16
2020-07-20,UST,DGS5,5Y,29
2020-07-21,NYFED,EFFR,ON,10
2020-07-21,NYFED,SOFR,ON,11
2020-07-21,UST,DGS2,2Y,14
2020-07-21,UST,DGS5,5Y,27
2020-07-22,NYFED,EFFR,ON,9
2020-07-22,NYFED,SOFR,ON,10
2020-07-22,UST,DGS2,2Y,14
2020-07-22,UST,DGS5,5Y,27
2020-07-23,NYFED,EFFR,ON,9
2020-07-23,NYFED,SOFR,ON,10
2020-07-23,UST,DGS2,2Y,16
2020-07-23,UST,DGS5,5Y,27
2020-07-24,NYFED,EFFR,ON,9
2020-07-24,NYFED,SOFR,ON,10
2020-07-24,UST,DGS2,2Y,14
2020-07-24,UST,DGS5,5Y,27
2020-07-27,NYFED,EFFR,ON,10
2020-07-27,NYFED,SOFR,ON,10
2020-07-27,UST,DGS2,2Y,15
2020-07-27,UST,DGS5,5Y,30
2020-07-28,NYFED,EFFR,ON,10
2020-07-28,NYFED,SOFR,ON,10
2020-07-28,UST,DGS2,2Y,14
2020-07-28,UST,DGS5,5Y,26
2020-07-29,NYFED,EFFR,ON,10
2020-07-29,NYFED,SOFR,ON,9
2020-07-29,UST,DGS2,2Y,12
2020-07-29,UST,DGS5,5Y,25
2020-07-30,NYFED,EFFR,ON,10
2020-07-30,NYFED,SOFR,ON,10
2020-07-30,UST,DGS2,2Y,11
2020-07-30,UST,DGS5,5Y,23
2020-07-31,NYFED,EFFR,ON,10
2020-07-31,NYFED,SOFR,ON,10
2020-07-31,UST,DGS2,2Y,11
2020-07-31,UST,DGS5,5Y,21
2020-08-03,NYFED,EFFR,ON,10
2020-08-03,NYFED,SOFR,ON,10
2020-08-03,UST,DGS2,2Y,11
2020-08-03,UST,DGS5,5Y,22
2020-08-04,NYFED,EFFR,ON,10
2020-08-04,NYFED,SOFR,ON,9
2020-08-04,UST,DGS2,2Y,11
2020-08-04,UST,DGS5,5Y,19
2020-08-05,NYFED,EFFR,ON,10
2020-08-05,NYFED,SOFR,ON,9
2020-08-05,UST,DGS2,2Y,11
2020-08-05,UST,DGS5,5Y,22
2020-08-06,NYFED,EFFR,ON,10
2020-08-06,NYFED,SOFR,ON,9
2020-08-06,UST,DGS2,2Y,11
2020-08-06,UST,DGS5,5Y,21
2020-08-07,NYFED,EFFR,ON,10
2020-08-07,NYFED,SOFR,ON,9
2020-08-07,UST,DGS2,2Y,13
2020-08-07,UST,DGS5,5Y,23
2020-08-10,NYFED,EFFR,ON,10
2020-08-10,NYFED,SOFR,ON,9
2020-08-10,UST,DGS2,2Y,14
2020-08-10,UST,DGS5,5Y,24
2020-08-11,NYFED,EFFR,ON,10
2020-08-11,NYFED,SOFR,ON,10
2020-08-11,UST,DGS2,2Y,16
2020-08-11,UST,DGS5,5Y,27
2020-08-12,NYFED,EFFR,ON,10
2020-08-12,NYFED,SOFR,ON,9
2020-08-12,UST,DGS2,2Y,16
2020-08-12,UST,DGS5,5Y,30
2020-08-13,NYFED,EFFR,ON,10
2020-08-13,NYFED,SOFR,ON,9
2020-08-13,UST,DGS2,2Y,16
2020-08-13,UST,DGS5,5Y,32
2020-08-14,NYFED,EFFR,ON,10
2020-08-14,NYFED,SOFR,ON,9
2020-08-14,UST,DGS2,2Y,14
2020-08-14,UST,DGS5,5Y,29
2020-08-17,NYFED,EFFR,ON,10
2020-08-17,NYFED,SOFR,ON,10
2020-08-17,UST,DGS2,2Y,14
2020-08-17,UST,DGS5,5Y,29
2020-08-18,NYFED,EFFR,ON,9
2020-08-18,NYFED,SOFR,ON,9
2020-08-18,UST,DGS2,2Y,14
2020-08-18,UST,DGS5,5Y,27
2020-08-19,NYFED,EFFR,ON,9
2020-08-19,NYFED,SOFR,ON,9
2020-08-19,UST,DGS2,2Y,14
2020-08-19,UST,DGS5,5Y,29
2020-08-20,NYFED,EFFR,ON,9
2020-08-20,NYFED,SOFR,ON,7
2020-08-20,UST,DGS2,2Y,13
2020-08-20,UST,DGS5,5Y,26
2020-08-21,NYFED,EFFR,ON,9
2020-08-21,NYFED,SOFR,ON,7
2020-08-21,UST,DGS2,2Y,16
