observation_date,source,series_id,maturity,rate_bps
2023-04-11,NYFED,SOFR,ON,480
2023-04-11,UST,DGS2,2Y,403
2023-04-11,UST,DGS5,5Y,354
2023-04-12,NYFED,EFFR,ON,483
2023-04-12,NYFED,SOFR,ON,480
2023-04-12,UST,DGS2,2Y,395
2023-04-12,UST,DGS5,5Y,346
2023-04-13,NYFED,EFFR,ON,483
2023-04-13,NYFED,SOFR,ON,480
2023-04-13,UST,DGS2,2Y,396
2023-04-13,UST,DGS5,5Y,351
2023-04-14,NYFED,EFFR,ON,483
2023-04-14,NYFED,SOFR,ON,480
2023-04-14,UST,DGS2,2Y,408
2023-04-14,UST,DGS5,5Y,360
2023-04-17,NYFED,EFFR,ON,483
2023-04-17,NYFED,SOFR,ON,480
2023-04-17,UST,DGS2,2Y,418
2023-04-17,UST,DGS5,5Y,369
2023-04-18,NYFED,EFFR,ON,483
2023-04-18,NYFED,SOFR,ON,480
2023-04-18,UST,DGS2,2Y,419
2023-04-18,UST,DGS5,5Y,369
2023-04-19,NYFED,EFFR,ON,483
2023-04-19,NYFED,SOFR,ON,480
2023-04-19,UST,DGS2,2Y,424
2023-04-19,UST,DGS5,5Y,371
2023-04-20,NYFED,EFFR,ON,483
2023-04-20,NYFED,SOFR,ON,480
2023-04-20,UST,DGS2,2Y,414
2023-04-20,UST,DGS5,5Y,363
2023-04-21,NYFED,EFFR,ON,483
2023-04-21,NYFED,SOFR,ON,480
2023-04-21,UST,DGS2,2Y,417
2023-04-21,UST,DGS5,5Y,366
2023-04-24,NYFED,EFFR,ON,483
2023-04-24,NYFED,SOFR,ON,480
2023-04-24,UST,DGS2,2Y,412
2023-04-24,UST,DGS5,5Y,360
2023-04-25,NYFED,EFFR,ON,483
2023-04-25,NYFED,SOFR,ON,480
2023-04-25,UST,DGS2,2Y,386
2023-04-25,UST,DGS5,5Y,343
2023-04-26,NYFED,EFFR,ON,483
2023-04-26,NYFED,SOFR,ON,480
2023-04-26,UST,DGS2,2Y,390
2023-04-26,UST,DGS5,5Y,346
2023-04-27,NYFED,EFFR,ON,483
2023-04-27,NYFED,SOFR,ON,481
2023-04-27,UST,DGS2,2Y,407
2023-04-27,UST,DGS5,5Y,360
2023-04-28,NYFED,EFFR,ON,483
2023-04-28,NYFED,SOFR,ON,481
2023-04-28,UST,DGS2,2Y,404
2023-04-28,UST,DGS5,5Y,351
2023-05-01,NYFED,EFFR,ON,483
2023-05-01,NYFED,SOFR,ON,481
2023-05-01,UST,DGS2,2Y,414
2023-05-01,UST,DGS5,5Y,364
2023-05-02,NYFED,EFFR,ON,483
2023-05-02,NYFED,SOFR,ON,481
2023-05-02,UST,DGS2,2Y,397
2023-05-02,UST,DGS5,5Y,346
2023-05-03,NYFED,EFFR,ON,483
2023-05-03,NYFED,SOFR,ON,481
2023-05-03,UST,DGS2,2Y,389
2023-05-03,UST,DGS5,5Y,337
2023-05-04,NYFED,EFFR,ON,508
2023-05-04,NYFED,SOFR,ON,506
2023-05-04,UST,DGS2,2Y,375
2023-05-04,UST,DGS5,5Y,329
2023-05-05,NYFED,EFFR,ON,508
2023-05-05,NYFED,SOFR,ON,506
2023-05-05,UST,DGS2,2Y,392
2023-05-05,UST,DGS5,5Y,341
2023-05-08,NYFED,EFFR,ON,508
2023-05-08,NYFED,SOFR,ON,506
2023-05-08,UST,DGS2,2Y,400
2023-05-08,UST,DGS5,5Y,349
2023-05-09,NYFED,EFFR,ON,508
2023-05-09,NYFED,SOFR,ON,506
2023-05-09,UST,DGS2,2Y,401
2023-05-09,UST,DGS5,5Y,351
2023-05-10,NYFED,EFFR,ON,508
2023-05-10,NYFED,SOFR,ON,506
2023-05-10,UST,DGS2,2Y,390
2023-05-10,UST,DGS5,5Y,337
2023-05-11,NYFED,EFFR,ON,508
2023-05-11,NYFED,SOFR,ON,505
2023-05-11,UST,DGS2,2Y,389
2023-05-11,UST,DGS5,5Y,336
2023-05-12,NYFED,EFFR,ON,508
2023-05-12,NYFED,SOFR,ON,505
2023-05-12,UST,DGS2,2Y,398
2023-05-12,UST,DGS5,5Y,345
2023-05-15,NYFED,EFFR,ON,508
2023-05-15,NYFED,SOFR,ON,506
2023-05-15,UST,DGS2,2Y,399
2023-05-15,UST,DGS5,5Y,346
2023-05-16,NYFED,EFFR,ON,508
2023-05-16,NYFED,SOFR,ON,505
2023-05-16,UST,DGS2,2Y,406
2023-05-16,UST,DGS5,5Y,352
2023-05-17,NYFED,EFFR,ON,508
2023-05-17,NYFED,SOFR,ON,505
2023-05-17,UST,DGS2,2Y,412
2023-05-17,UST,DGS5,5Y,358
2023-05-18,NYFED,EFFR,ON,508
2023-05-18,NYFED,SOFR,ON,505
2023-05-18,UST,DGS2,2Y,424
2023-05-18,UST,DGS5,5Y,369
2023-05-19,NYFED,EFFR,ON,508
2023-05-19,NYFED,SOFR,ON,505
2023-05-19,UST,DGS2,2Y,428
2023-05-19,UST,DGS5,5Y,376
2023-05-22,NYFED,EFFR,ON,508
2023-05-22,NYFED,SOFR,ON,505
2023-05-22,UST,DGS2,2Y,429
2023-05-22,UST,DGS5,5Y,377
2023-05-23,NYFED,EFFR,ON,508
2023-05-23,NYFED,SOFR,ON,505
2023-05-23,UST,DGS2,2Y,426
2023-05-23,UST,DGS5,5Y,376
2023-05-24,NYFED,EFFR,ON,508
2023-05-24,NYFED,SOFR,ON,505
2023-05-24,UST,DGS2,2Y,431
2023-05-24,UST,DGS5,5Y,375
2023-05-25,NYFED,EFFR,ON,508
2023-05-25,NYFED,SOFR,ON,506
2023-05-25,UST,DGS2,2Y,450
2023-05-25,UST,DGS5,5Y,390
2023-05-26,NYFED,EFFR,ON,508
2023-05-26,NYFED,SOFR,ON,506
2023-05-26,UST,DGS2,2Y,454
2023-05-26,UST,DGS5,5Y,392
2023-05-30,NYFED,EFFR,ON,508
2023-05-30,NYFED,SOFR,ON,506
2023-05-30,UST,DGS2,2Y,446
2023-05-30,UST,DGS5,5Y,381
2023-05-31,NYFED,EFFR,ON,508
2023-05-31,NYFED,SOFR,ON,508
2023-05-31,UST,DGS2,2Y,440
2023-05-31,UST,DGS5,5Y,374
2023-06-01,NYFED,EFFR,ON,508
2023-06-01,NYFED,SOFR,ON,508
2023-06-01,UST,DGS2,2Y,433
2023-06-01,UST,DGS5,5Y,370
2023-06-02,NYFED,EFFR,ON,508
2023-06-02,NYFED,SOFR,ON,507
2023-06-02,UST,DGS2,2Y,450
2023-06-02,UST,DGS5,5Y,384
2023-06-05,NYFED,EFFR,ON,508
2023-06-05,NYFED,SOFR,ON,506
2023-06-05,UST,DGS2,2Y,446
2023-06-05,UST,DGS5,5Y,382
2023-06-06,NYFED,EFFR,ON,508
2023-06-06,NYFED,SOFR,ON,505
2023-06-06,UST,DGS2,2Y,451
2023-06-06,UST,DGS5,5Y,385
2023-06-07,NYFED,EFFR,ON,508
2023-06-07,NYFED,SOFR,ON,505
2023-06-07,UST,DGS2,2Y,456
2023-06-07,UST,DGS5,5Y,393
2023-06-08,NYFED,EFFR,ON,508
2023-06-08,NYFED,SOFR,ON,505
2023-06-08,UST,DGS2,2Y,452
2023-06-08,UST,DGS5,5Y,387
2023-06-09,NYFED,EFFR,ON,508
2023-06-09,NYFED,SOFR,ON,505
2023-06-09,UST,DGS2,2Y,459
2023-06-09,UST,DGS5,5Y,392
2023-06-12,NYFED,EFFR,ON,508
2023-06-12,NYFED,SOFR,ON,505
2023-06-12,UST,DGS2,2Y,455
2023-06-12,UST,DGS5,5Y,389
2023-06-13,NYFED,EFFR,ON,508
2023-06-13,NYFED,SOFR,ON,505
2023-06-13,UST,DGS2,2Y,467
2023-06-13,UST,DGS5,5Y,401
2023-06-14,NYFED,EFFR,ON,508
2023-06-14,NYFED,SOFR,ON,505
2023-06-14,UST,DGS2,2Y,474
2023-06-14,UST,DGS5,5Y,406
2023-06-15,NYFED,EFFR,ON,507
2023-06-15,NYFED,SOFR,ON,506
2023-06-15,UST,DGS2,2Y,462
2023-06-15,UST,DGS5,5Y,391
2023-06-16,NYFED,EFFR,ON,508
2023-06-16,NYFED,SOFR,ON,505
2023-06-16,UST,DGS2,2Y,470
2023-06-16,UST,DGS5,5Y,399
2023-06-20,NYFED,EFFR,ON,507
2023-06-20,NYFED,SOFR,ON,505
2023-06-20,UST,DGS2,2Y,468
2023-06-20,UST,DGS5,5Y,396
2023-06-21,NYFED,EFFR,ON,507
2023-06-21,NYFED,SOFR,ON,505
2023-06-21,UST,DGS2,2Y,468
2023-06-21,UST,DGS5,5Y,395
2023-06-22,NYFED,EFFR,ON,507
2023-06-22,NYFED,SOFR,ON,505
2023-06-22,UST,DGS2,2Y,477
2023-06-22,UST,DGS5,5Y,403
2023-06-23,NYFED,EFFR,ON,507
2023-06-23,NYFED,SOFR,ON,505
2023-06-23,UST,DGS2,2Y,471
2023-06-23,UST,DGS5,5Y,399
2023-06-26,NYFED,EFFR,ON,507
2023-06-26,NYFED,SOFR,ON,505
2023-06-26,UST,DGS2,2Y,465
2023-06-26,UST,DGS5,5Y,396
2023-06-27,NYFED,EFFR,ON,507
2023-06-27,NYFED,SOFR,ON,505
2023-06-27,UST,DGS2,2Y,474
2023-06-27,UST,DGS5,5Y,402
2023-06-28,NYFED,EFFR,ON,507
2023-06-28,NYFED,SOFR,ON,506
2023-06-28,UST,DGS2,2Y,471
2023-06-28,UST,DGS5,5Y,397
2023-06-29,NYFED,EFFR,ON,507
2023-06-29,NYFED,SOFR,ON,506
2023-06-29,UST,DGS2,2Y,487
2023-06-29,UST,DGS5,5Y,414
2023-06-30,NYFED,EFFR,ON,508
2023-06-30,NYFED,SOFR,ON,509
2023-06-30,UST,DGS2,2Y,487
2023-06-30,UST,DGS5,5Y,413
2023-07-03,NYFED,EFFR,ON,508
2023-07-03,NYFED,SOFR,ON,506
2023-07-03,UST,DGS2,2Y,494
2023-07-03,UST,DGS5,5Y,419
2023-07-05,NYFED,EFFR,ON,508
2023-07-05,NYFED,SOFR,ON,506
2023-07-05,UST,DGS2,2Y,494
2023-07-05,UST,DGS5,5Y,425
2023-07-06,NYFED,EFFR,ON,508
2023-07-06,NYFED,SOFR,ON,506
2023-07-06,UST,DGS2,2Y,499
2023-07-06,UST,DGS5,5Y,437
2023-07-07,NYFED,EFFR,ON,508
2023-07-07,NYFED,SOFR,ON,506
2023-07-07,UST,DGS2,2Y,494
2023-07-07,UST,DGS5,5Y,435
2023-07-10,NYFED,EFFR,ON,507
2023-07-10,NYFED,SOFR,ON,506
2023-07-10,UST,DGS2,2Y,485
2023-07-10,UST,DGS5,5Y,425
2023-07-11,NYFED,EFFR,ON,508
2023-07-11,NYFED,SOFR,ON,506
2023-07-11,UST,DGS2,2Y,488
2023-07-11,UST,DGS5,5Y,424
2023-07-12,NYFED,EFFR,ON,508
2023-07-12,NYFED,SOFR,ON,505
2023-07-12,UST,DGS2,2Y,472
2023-07-12,UST,DGS5,5Y,407
2023-07-13,NYFED,EFFR,ON,508
2023-07-13,NYFED,SOFR,ON,506
2023-07-13,UST,DGS2,2Y,459
2023-07-13,UST,DGS5,5Y,393
2023-07-14,NYFED,EFFR,ON,508
2023-07-14,NYFED,SOFR,ON,505
2023-07-14,UST,DGS2,2Y,474
2023-07-14,UST,DGS5,5Y,404
2023-07-17,NYFED,EFFR,ON,508
2023-07-17,NYFED,SOFR,ON,506
2023-07-17,UST,DGS2,2Y,474
2023-07-17,UST,DGS5,5Y,402
2023-07-18,NYFED,EFFR,ON,508
2023-07-18,NYFED,SOFR,ON,506
2023-07-18,UST,DGS2,2Y,474
2023-07-18,UST,DGS5,5Y,400
2023-07-19,NYFED,EFFR,ON,508
2023-07-19,NYFED,SOFR,ON,505
2023-07-19,UST,DGS2,2Y,474
2023-07-19,UST,DGS5,5Y,398
2023-07-20,NYFED,EFFR,ON,508
2023-07-20,NYFED,SOFR,ON,506
2023-07-20,UST,DGS2,2Y,480
2023-07-20,UST,DGS5,5Y,408
2023-07-21,NYFED,EFFR,ON,508
2023-07-21,NYFED,SOFR,ON,505
2023-07-21,UST,DGS2,2Y,482
2023-07-21,UST,DGS5,5Y,409
2023-07-24,NYFED,EFFR,ON,508
2023-07-24,NYFED,SOFR,ON,505
2023-07-24,UST,DGS2,2Y,481
2023-07-24,UST,DGS5,5Y,413
2023-07-25,NYFED,EFFR,ON,508
2023-07-25,NYFED,SOFR,ON,506
2023-07-25,UST,DGS2,2Y,485
2023-07-25,UST,DGS5,5Y,415
2023-07-26,NYFED,EFFR,ON,508
2023-07-26,NYFED,SOFR,ON,506
2023-07-26,UST,DGS2,2Y,482
2023-07-26,UST,DGS5,5Y,409
2023-07-27,NYFED,EFFR,ON,533
2023-07-27,NYFED,SOFR,ON,531
2023-07-27,UST,DGS2,2Y,491
2023-07-27,UST,DGS5,5Y,424
2023-07-28,NYFED,EFFR,ON,533
2023-07-28,NYFED,SOFR,ON,530
2023-07-28,UST,DGS2,2Y,487
2023-07-28,UST,DGS5,5Y,418
2023-07-31,NYFED,EFFR,ON,533
2023-07-31,NYFED,SOFR,ON,531
2023-07-31,UST,DGS2,2Y,488
2023-07-31,UST,DGS5,5Y,418
2023-08-01,NYFED,EFFR,ON,533
2023-08-01,NYFED,SOFR,ON,531
2023-08-01,UST,DGS2,2Y,492
2023-08-01,UST,DGS5,5Y,424
2023-08-02,NYFED,EFFR,ON,533
2023-08-02,NYFED,SOFR,ON,530
2023-08-02,UST,DGS2,2Y,488
2023-08-02,UST,DGS5,5Y,424
2023-08-03,NYFED,EFFR,ON,533
2023-08-03,NYFED,SOFR,ON,530
2023-08-03,UST,DGS2,2Y,490
2023-08-03,UST,DGS5,5Y,430
2023-08-04,NYFED,EFFR,ON,533
2023-08-04,NYFED,SOFR,ON,530
2023-08-04,UST,DGS2,2Y,478
2023-08-04,UST,DGS5,5Y,415
2023-08-07,NYFED,EFFR,ON,533
2023-08-07,NYFED,SOFR,ON,530
2023-08-07,UST,DGS2,2Y,476
2023-08-07,UST,DGS5,5Y,416
2023-08-08,NYFED,EFFR,ON,533
2023-08-08,NYFED,SOFR,ON,530
2023-08-08,UST,DGS2,2Y,474
2023-08-08,UST,DGS5,5Y,410
2023-08-09,NYFED,EFFR,ON,533
2023-08-09,NYFED,SOFR,ON,530
2023-08-09,UST,DGS2,2Y,479
2023-08-09,UST,DGS5,5Y,412
2023-08-10,NYFED,EFFR,ON,533
2023-08-10,NYFED,SOFR,ON,530
2023-08-10,UST,DGS2,2Y,482
2023-08-10,UST,DGS5,5Y,421
2023-08-11,NYFED,EFFR,ON,533
2023-08-11,NYFED,SOFR,ON,530
2023-08-11,UST,DGS2,2Y,489
2023-08-11,UST,DGS5,5Y,431
2023-08-14,NYFED,EFFR,ON,533
2023-08-14,NYFED,SOFR,ON,530
2023-08-14,UST,DGS2,2Y,496
2023-08-14,UST,DGS5,5Y,436
2023-08-15,NYFED,EFFR,ON,533
2023-08-15,NYFED,SOFR,ON,530
2023-08-15,UST,DGS2,2Y,492
2023-08-15,UST,DGS5,5Y,436
2023-08-16,NYFED,EFFR,ON,533
2023-08-16,NYFED,SOFR,ON,530
2023-08-16,UST,DGS2,2Y,497
2023-08-16,UST,DGS5,5Y,442
2023-08-17,NYFED,EFFR,ON,533
2023-08-17,NYFED,SOFR,ON,530
2023-08-17,UST,DGS2,2Y,494
2023-08-17,UST,DGS5,5Y,442
2023-08-18,NYFED,EFFR,ON,533
2023-08-18,NYFED,SOFR,ON,530
2023-08-18,UST,DGS2,2Y,492
2023-08-18,UST,DGS5,5Y,438
2023-08-21,NYFED,EFFR,ON,533
2023-08-21,NYFED,SOFR,ON,530
2023-08-21,UST,DGS2,2Y,497
2023-08-21,UST,DGS5,5Y,446
2023-08-22,NYFED,EFFR,ON,533
2023-08-22,NYFED,SOFR,ON,530
2023-08-22,UST,DGS2,2Y,502
2023-08-22,UST,DGS5,5Y,449
2023-08-23,NYFED,EFFR,ON,533
2023-08-23,NYFED,SOFR,ON,530
2023-08-23,UST,DGS2,2Y,495
2023-08-23,UST,DGS5,5Y,436
2023-08-24,NYFED,EFFR,ON,533
2023-08-24,NYFED,SOFR,ON,530
